id,year,memnum,wrkslf,age,agekdbrn,degree,sex,class,polactions,racehisp
2383,2014,NA,Work For Someone Else,24,NA,College Degree,Female,Working,6,White
2384,2014,NA,Work For Someone Else,23,NA,HS Diploma,Female,Working,NA,White
2385,2014,NA,Work For Someone Else,26,19,HS Diploma,Female,Working,NA,White
2386,2014,NA,Work For Someone Else,30,25,HS Diploma,Female,Working,3,White
2387,2014,NA,Work For Someone Else,28,NA,HS Diploma,Male,Working,NA,White
2388,2014,NA,Work For Someone Else,49,32,HS Diploma,Male,Working,4,White
2389,2014,NA,Work For Someone Else,27,NA,HS Diploma,Female,Middle,NA,Other
2390,2014,NA,Work For Someone Else,38,18,College Degree,Female,Working,2,White
2391,2014,NA,Work For Someone Else,27,23,HS Diploma,Female,Middle,1,White
2392,2014,NA,Self Employed,54,29,College Degree,Female,Working,NA,White
2393,2014,NA,Work For Someone Else,49,26,Grad/Prof Degree,Male,Working,8,White
2394,2014,NA,Work For Someone Else,38,24,HS Diploma,Female,Working,2,White
2395,2014,NA,Work For Someone Else,61,25,HS Diploma,Male,Working,1,White
2396,2014,NA,Work For Someone Else,64,23,HS Diploma,Female,Middle,2,White
2397,2014,NA,Work For Someone Else,49,NA,HS Diploma,Male,Middle,NA,White
2398,2014,NA,Work For Someone Else,28,25,HS Diploma,Male,Working,NA,White
2399,2014,NA,Work For Someone Else,40,28,Some College,Female,Middle,NA,White
2400,2014,NA,Work For Someone Else,20,NA,HS Diploma,Male,Working,NA,White
2401,2014,NA,Work For Someone Else,35,NA,HS Diploma,Male,Working,NA,White
2402,2014,NA,Work For Someone Else,56,18,HS Diploma,Female,Working,NA,White
2403,2014,NA,Work For Someone Else,54,19,HS Diploma,Male,Middle,4,White
2404,2014,NA,Work For Someone Else,24,NA,HS Diploma,Male,Working,0,White
2405,2014,NA,Work For Someone Else,38,35,Grad/Prof Degree,Male,Middle,NA,White
2406,2014,NA,Work For Someone Else,47,NA,HS Diploma,Female,Middle,NA,White
2407,2014,NA,Work For Someone Else,55,22,College Degree,Male,Middle,5,White
2408,2014,NA,Work For Someone Else,54,NA,Grad/Prof Degree,Female,Working,NA,White
2409,2014,NA,Work For Someone Else,69,20,HS Diploma,Female,Middle,NA,White
2410,2014,NA,Work For Someone Else,30,25,Less Than HS,Female,Middle,1,White
2411,2014,NA,Work For Someone Else,39,35,College Degree,Female,Working,2,White
2412,2014,NA,Work For Someone Else,54,NA,College Degree,Female,Middle,NA,White
2413,2014,NA,Work For Someone Else,58,16,Some College,Female,Working,NA,White
2414,2014,NA,Work For Someone Else,64,22,HS Diploma,Male,Working,NA,White
2415,2014,NA,Work For Someone Else,58,25,College Degree,Male,Middle,5,White
2416,2014,NA,Work For Someone Else,26,NA,HS Diploma,Male,Middle,1,Hispanic
2417,2014,NA,Work For Someone Else,51,21,Some College,Male,Middle,6,White
2418,2014,NA,Self Employed,51,25,HS Diploma,Female,Middle,NA,White
2419,2014,NA,Work For Someone Else,57,18,Less Than HS,Female,Middle,NA,White
2420,2014,NA,Work For Someone Else,31,23,HS Diploma,Female,Working,1,White
2421,2014,NA,Work For Someone Else,44,20,HS Diploma,Male,Working,2,White
2422,2014,NA,Work For Someone Else,63,22,College Degree,Female,Working,NA,White
2423,2014,NA,Work For Someone Else,27,NA,HS Diploma,Female,Middle,NA,White
2424,2014,NA,Work For Someone Else,48,30,Less Than HS,Male,Working,0,White
2425,2014,NA,Work For Someone Else,58,19,HS Diploma,Female,Working,1,White
2426,2014,NA,Work For Someone Else,31,28,College Degree,Male,Middle,4,White
2427,2014,NA,Work For Someone Else,39,23,HS Diploma,Male,Working,NA,White
2428,2014,NA,Work For Someone Else,30,27,College Degree,Male,Working,NA,White
2429,2014,NA,Work For Someone Else,79,20,HS Diploma,Female,NA,2,White
2430,2014,NA,Self Employed,53,22,Less Than HS,Male,Middle,0,White
2431,2014,NA,Work For Someone Else,48,26,HS Diploma,Female,Lower,3,White
2432,2014,NA,Work For Someone Else,69,22,HS Diploma,Male,Lower,7,White
2433,2014,NA,Work For Someone Else,67,24,Grad/Prof Degree,Male,Middle,NA,White
2434,2014,NA,Work For Someone Else,87,22,Less Than HS,Female,Middle,NA,White
2435,2014,NA,Work For Someone Else,45,19,Grad/Prof Degree,Female,Working,3,White
2436,2014,NA,Work For Someone Else,81,24,HS Diploma,Male,Working,3,White
2437,2014,NA,Self Employed,57,29,HS Diploma,Male,Working,5,White
2438,2014,NA,Work For Someone Else,72,20,Less Than HS,Female,Lower,4,White
2439,2014,NA,Work For Someone Else,29,27,Some College,Female,Middle,NA,White
2440,2014,NA,Work For Someone Else,48,27,HS Diploma,Female,Working,NA,White
2441,2014,NA,NA,35,18,Less Than HS,Male,Middle,1,White
2442,2014,NA,Work For Someone Else,23,NA,Less Than HS,Male,NA,NA,Hispanic
2443,2014,NA,Work For Someone Else,42,18,Some College,Female,Working,NA,Black
2444,2014,NA,Work For Someone Else,57,15,HS Diploma,Female,Working,2,Black
2445,2014,NA,Work For Someone Else,70,20,Less Than HS,Female,Middle,NA,Black
2446,2014,NA,Work For Someone Else,39,17,HS Diploma,Female,Lower,NA,Black
2447,2014,NA,Work For Someone Else,31,21,HS Diploma,Female,Middle,NA,Black
2448,2014,NA,Work For Someone Else,38,21,Less Than HS,Female,Middle,0,Other
2449,2014,NA,Work For Someone Else,56,18,HS Diploma,Female,Lower,NA,Black
2450,2014,NA,Work For Someone Else,87,NA,HS Diploma,Female,Middle,NA,White
2451,2014,NA,NA,34,19,HS Diploma,Female,Working,NA,Hispanic
2452,2014,NA,Work For Someone Else,62,18,Less Than HS,Female,Working,1,Black
2453,2014,NA,Work For Someone Else,62,NA,Less Than HS,Male,Working,NA,Hispanic
2454,2014,NA,Work For Someone Else,59,21,Less Than HS,Male,Lower,2,White
2455,2014,NA,Work For Someone Else,62,19,HS Diploma,Female,Lower,4,Black
2456,2014,NA,Work For Someone Else,52,NA,HS Diploma,Female,Working,NA,Black
2457,2014,NA,Work For Someone Else,81,21,Less Than HS,Male,Middle,0,Black
2458,2014,NA,Self Employed,84,26,HS Diploma,Male,Middle,NA,White
2459,2014,NA,Work For Someone Else,26,18,HS Diploma,Female,Working,NA,Black
2460,2014,NA,Self Employed,71,42,Some College,Male,Working,NA,White
2461,2014,NA,Work For Someone Else,37,22,Less Than HS,Female,Working,NA,Black
2462,2014,NA,Work For Someone Else,74,25,HS Diploma,Male,Working,3,White
2463,2014,NA,Work For Someone Else,50,15,HS Diploma,Female,Working,1,White
2464,2014,NA,Work For Someone Else,40,16,College Degree,Male,Working,2,Black
2465,2014,NA,Work For Someone Else,66,18,HS Diploma,Female,Working,NA,White
2466,2014,NA,Work For Someone Else,40,NA,Some College,Female,Lower,3,Black
2467,2014,NA,Work For Someone Else,61,NA,College Degree,Female,Working,NA,White
2468,2014,NA,Work For Someone Else,24,19,HS Diploma,Male,Working,0,White
2469,2014,NA,Work For Someone Else,20,19,HS Diploma,Male,Middle,2,Black
2470,2014,NA,Work For Someone Else,40,28,HS Diploma,Female,Middle,NA,White
2471,2014,NA,Work For Someone Else,56,26,HS Diploma,Male,Middle,NA,White
2472,2014,NA,Work For Someone Else,64,18,HS Diploma,Male,Working,NA,Black
2473,2014,NA,Work For Someone Else,84,18,Less Than HS,Female,Middle,1,White
2474,2014,NA,Self Employed,38,19,HS Diploma,Male,Working,5,Other
2475,2014,NA,Work For Someone Else,34,24,Less Than HS,Male,Working,0,Hispanic
2476,2014,NA,Work For Someone Else,35,17,Less Than HS,Female,Working,NA,Hispanic
2477,2014,NA,Work For Someone Else,65,21,Grad/Prof Degree,Female,Working,6,Black
2478,2014,NA,Self Employed,71,20,HS Diploma,Female,Middle,NA,White
2479,2014,NA,Work For Someone Else,38,29,College Degree,Female,Middle,6,White
2480,2014,NA,Work For Someone Else,53,NA,Some College,Male,Working,NA,White
2481,2014,NA,Work For Someone Else,64,21,HS Diploma,Male,Lower,NA,Black
2482,2014,NA,Self Employed,72,20,Some College,Female,Middle,NA,Other
2483,2014,NA,Work For Someone Else,37,NA,Grad/Prof Degree,Female,Middle,1,Black
2484,2014,NA,Work For Someone Else,28,14,HS Diploma,Female,Working,3,Black
2485,2014,NA,Work For Someone Else,55,23,HS Diploma,Female,Working,1,White
2486,2014,NA,Self Employed,48,16,HS Diploma,Female,Working,NA,White
2487,2014,NA,Self Employed,53,21,HS Diploma,Female,Working,3,White
2488,2014,NA,Self Employed,45,27,Less Than HS,Male,Working,0,Hispanic
2489,2014,NA,Work For Someone Else,56,35,HS Diploma,Female,Working,NA,White
2490,2014,NA,Work For Someone Else,86,19,Some College,Female,Middle,2,White
2491,2014,NA,Work For Someone Else,46,14,HS Diploma,Female,Middle,0,Black
2492,2014,NA,Work For Someone Else,29,26,HS Diploma,Male,Working,4,Black
2493,2014,NA,Work For Someone Else,26,22,HS Diploma,Female,Working,0,Black
2494,2014,NA,Work For Someone Else,75,22,HS Diploma,Female,Middle,2,White
2495,2014,NA,Work For Someone Else,46,19,HS Diploma,Female,Working,1,Black
2496,2014,NA,Work For Someone Else,83,NA,HS Diploma,Female,Middle,NA,White
2497,2014,NA,Work For Someone Else,25,NA,HS Diploma,Female,Working,NA,White
2498,2014,NA,Work For Someone Else,55,16,HS Diploma,Female,Working,NA,White
2499,2014,NA,Work For Someone Else,56,21,HS Diploma,Female,Working,NA,White
2500,2014,NA,NA,43,17,HS Diploma,Female,Working,NA,White
2501,2014,NA,Work For Someone Else,77,19,HS Diploma,Female,Working,0,White
2502,2014,NA,Work For Someone Else,37,21,HS Diploma,Female,Middle,2,White
2503,2014,NA,Work For Someone Else,67,20,HS Diploma,Female,Middle,3,White
2504,2014,NA,Work For Someone Else,43,24,HS Diploma,Male,Working,0,White
2505,2014,NA,Work For Someone Else,53,30,HS Diploma,Male,Working,NA,White
2506,2014,NA,NA,79,20,HS Diploma,Female,Middle,NA,White
2507,2014,NA,Work For Someone Else,35,25,HS Diploma,Female,Working,NA,White
2508,2014,NA,Work For Someone Else,58,22,HS Diploma,Female,Lower,3,White
2509,2014,NA,Work For Someone Else,67,18,Some College,Female,Middle,NA,White
2510,2014,NA,NA,88,20,HS Diploma,Female,Middle,2,White
2511,2014,NA,Work For Someone Else,54,20,HS Diploma,Female,Lower,NA,White
2512,2014,NA,Work For Someone Else,22,NA,Less Than HS,Male,Working,NA,White
2513,2014,NA,Work For Someone Else,41,19,Some College,Female,Working,NA,White
2514,2014,NA,Work For Someone Else,38,23,HS Diploma,Female,Working,2,White
2515,2014,NA,Work For Someone Else,46,39,HS Diploma,Male,Working,NA,White
2516,2014,NA,Work For Someone Else,49,17,HS Diploma,Female,Middle,2,White
2517,2014,NA,Work For Someone Else,34,25,Some College,Male,Working,0,White
2518,2014,NA,Work For Someone Else,54,18,HS Diploma,Female,Middle,0,White
2519,2014,NA,Work For Someone Else,34,20,HS Diploma,Female,Working,5,White
2520,2014,NA,Work For Someone Else,69,32,Grad/Prof Degree,Female,Middle,NA,White
2521,2014,NA,Work For Someone Else,36,17,HS Diploma,Female,Middle,0,White
2522,2014,NA,Work For Someone Else,65,31,Grad/Prof Degree,Male,Middle,8,White
2523,2014,NA,Work For Someone Else,48,29,College Degree,Female,Working,7,White
2524,2014,NA,Work For Someone Else,38,33,HS Diploma,Female,Working,4,White
2525,2014,NA,Work For Someone Else,30,NA,HS Diploma,Male,Middle,NA,White
2526,2014,NA,Work For Someone Else,48,34,College Degree,Female,Working,NA,White
2527,2014,NA,Work For Someone Else,49,19,HS Diploma,Female,Working,NA,White
2528,2014,NA,Work For Someone Else,54,18,College Degree,Male,Working,NA,White
2529,2014,NA,Work For Someone Else,49,34,College Degree,Male,Working,1,White
2530,2014,NA,Work For Someone Else,53,32,College Degree,Female,Middle,NA,White
2531,2014,NA,Work For Someone Else,52,NA,College Degree,Male,Middle,NA,White
2532,2014,NA,Work For Someone Else,82,28,Grad/Prof Degree,Male,Middle,5,White
2533,2014,NA,Work For Someone Else,63,28,College Degree,Female,Working,6,White
2534,2014,NA,Work For Someone Else,54,24,HS Diploma,Male,Working,3,White
2535,2014,NA,Work For Someone Else,62,30,HS Diploma,Male,Working,NA,White
2536,2014,NA,Work For Someone Else,40,NA,HS Diploma,Male,Working,2,White
2537,2014,NA,Work For Someone Else,33,21,HS Diploma,Female,Working,NA,White
2538,2014,NA,Self Employed,75,21,HS Diploma,Female,Middle,2,White
2539,2014,NA,Work For Someone Else,89,23,Some College,Female,Middle,2,White
2540,2014,NA,Work For Someone Else,56,NA,HS Diploma,Male,Working,1,White
2541,2014,NA,Work For Someone Else,24,NA,HS Diploma,Male,Working,3,White
2542,2014,NA,Work For Someone Else,27,NA,HS Diploma,Male,Working,NA,White
2543,2014,NA,Work For Someone Else,71,21,HS Diploma,Female,Working,NA,White
1,2016,NA,Work For Someone Else,47,29,College Degree,Male,Middle,NA,White
2,2016,NA,Work For Someone Else,61,NA,HS Diploma,Male,NA,NA,White
3,2016,NA,Work For Someone Else,72,24,College Degree,Male,Middle,NA,White
4,2016,NA,Work For Someone Else,43,19,HS Diploma,Female,Middle,NA,White
5,2016,NA,Work For Someone Else,55,31,Grad/Prof Degree,Female,Middle,NA,White
6,2016,NA,Work For Someone Else,53,30,Some College,Female,Middle,NA,White
7,2016,NA,Work For Someone Else,50,23,HS Diploma,Male,Middle,NA,White
8,2016,NA,Work For Someone Else,23,15,HS Diploma,Female,Working,NA,Hispanic
9,2016,NA,Work For Someone Else,45,19,HS Diploma,Male,Lower,NA,Black
10,2016,NA,Work For Someone Else,71,20,Some College,Male,Middle,NA,White
11,2016,NA,Work For Someone Else,33,18,HS Diploma,Female,Middle,NA,Black
12,2016,NA,Work For Someone Else,86,19,HS Diploma,Female,Middle,NA,White
13,2016,NA,Work For Someone Else,32,27,HS Diploma,Male,Working,NA,Black
14,2016,NA,Work For Someone Else,60,16,HS Diploma,Female,Middle,NA,Black
15,2016,NA,Work For Someone Else,76,21,Less Than HS,Male,Middle,NA,White
16,2016,NA,Work For Someone Else,33,28,HS Diploma,Female,Working,NA,White
17,2016,NA,Work For Someone Else,56,21,HS Diploma,Male,Working,NA,Hispanic
18,2016,NA,Work For Someone Else,62,18,Less Than HS,Female,Lower,NA,Hispanic
19,2016,NA,Work For Someone Else,31,NA,Grad/Prof Degree,Male,Working,NA,Black
20,2016,NA,Work For Someone Else,43,30,HS Diploma,Male,Lower,NA,Black
21,2016,NA,Work For Someone Else,58,NA,HS Diploma,Female,Middle,NA,White
22,2016,NA,Work For Someone Else,32,21,Less Than HS,Female,Working,NA,Black
23,2016,NA,Work For Someone Else,23,18,Less Than HS,Female,Working,NA,Hispanic
24,2016,NA,Work For Someone Else,37,29,HS Diploma,Female,Working,NA,White
25,2016,NA,Work For Someone Else,25,16,Some College,Female,Working,NA,Hispanic
26,2016,NA,Work For Someone Else,76,18,Less Than HS,Female,Working,NA,Hispanic
27,2016,NA,Work For Someone Else,71,30,Grad/Prof Degree,Male,Middle,NA,White
28,2016,NA,Work For Someone Else,22,NA,HS Diploma,Male,Middle,NA,Black
29,2016,NA,Work For Someone Else,74,28,Grad/Prof Degree,Male,NA,NA,White
30,2016,NA,Work For Someone Else,75,24,HS Diploma,Female,Middle,NA,White
31,2016,NA,Work For Someone Else,32,NA,HS Diploma,Male,Lower,NA,White
32,2016,NA,Work For Someone Else,68,23,HS Diploma,Female,Middle,NA,White
33,2016,NA,Work For Someone Else,55,24,HS Diploma,Male,Middle,NA,White
34,2016,NA,Work For Someone Else,46,38,HS Diploma,Male,Working,NA,Black
35,2016,NA,Work For Someone Else,58,33,HS Diploma,Female,Working,NA,White
36,2016,NA,Work For Someone Else,35,NA,HS Diploma,Male,Middle,NA,White
37,2016,NA,Work For Someone Else,59,32,College Degree,Male,Working,NA,White
38,2016,NA,Work For Someone Else,43,30,College Degree,Female,Working,NA,White
39,2016,NA,Work For Someone Else,58,NA,College Degree,Female,Middle,NA,White
40,2016,NA,Work For Someone Else,79,39,HS Diploma,Female,Middle,NA,White
41,2016,NA,Work For Someone Else,40,29,HS Diploma,Female,Working,NA,White
42,2016,NA,Work For Someone Else,44,34,HS Diploma,Female,Working,NA,Hispanic
43,2016,NA,Work For Someone Else,68,24,College Degree,Female,Middle,NA,Other
44,2016,NA,Work For Someone Else,36,NA,Grad/Prof Degree,Female,Middle,NA,White
45,2016,NA,Work For Someone Else,70,NA,HS Diploma,Male,Middle,NA,White
46,2016,NA,Work For Someone Else,28,NA,HS Diploma,Male,Upper,NA,White
47,2016,NA,Work For Someone Else,35,NA,College Degree,Female,Middle,NA,Black
48,2016,NA,Work For Someone Else,33,NA,Grad/Prof Degree,Male,Middle,NA,Other
49,2016,NA,NA,23,NA,College Degree,Male,Middle,NA,White
50,2016,NA,Work For Someone Else,47,NA,Grad/Prof Degree,Female,Middle,NA,White
51,2016,NA,Work For Someone Else,25,NA,College Degree,Female,Middle,NA,Other
52,2016,NA,Work For Someone Else,70,23,HS Diploma,Female,Middle,NA,White
53,2016,NA,Work For Someone Else,20,NA,HS Diploma,Male,Upper,NA,White
54,2016,NA,Work For Someone Else,41,37,Grad/Prof Degree,Male,Upper,NA,White
55,2016,NA,Work For Someone Else,53,30,College Degree,Female,Middle,NA,White
56,2016,NA,Self Employed,42,34,College Degree,Female,Middle,NA,Hispanic
57,2016,NA,Work For Someone Else,40,29,Grad/Prof Degree,Female,Middle,NA,White
58,2016,NA,Work For Someone Else,57,38,Grad/Prof Degree,Female,Middle,NA,White
59,2016,NA,Work For Someone Else,59,30,Grad/Prof Degree,Female,NA,NA,White
60,2016,NA,Work For Someone Else,35,18,Less Than HS,Female,Lower,NA,Hispanic
61,2016,NA,Work For Someone Else,26,NA,HS Diploma,Male,Middle,NA,Black
62,2016,NA,Work For Someone Else,35,27,HS Diploma,Male,Middle,NA,Black
63,2016,NA,NA,51,30,HS Diploma,Female,Lower,NA,Black
64,2016,NA,Work For Someone Else,39,20,HS Diploma,Female,Working,NA,Black
65,2016,NA,NA,27,19,HS Diploma,Female,Lower,NA,Hispanic
66,2016,NA,Work For Someone Else,30,24,Less Than HS,Male,Working,NA,Hispanic
67,2016,NA,Work For Someone Else,29,21,HS Diploma,Male,Working,NA,Hispanic
68,2016,NA,Work For Someone Else,39,16,Less Than HS,Female,Middle,NA,Black
69,2016,NA,Work For Someone Else,60,25,Less Than HS,Female,Middle,NA,Black
70,2016,NA,NA,74,17,Less Than HS,Female,Upper,NA,Hispanic
71,2016,NA,Work For Someone Else,74,19,Less Than HS,Female,Lower,NA,Black
72,2016,NA,Work For Someone Else,57,16,College Degree,Female,Working,NA,Black
73,2016,NA,Work For Someone Else,80,40,HS Diploma,Male,Working,NA,Black
74,2016,NA,Work For Someone Else,70,28,HS Diploma,Male,Lower,NA,Hispanic
75,2016,NA,Work For Someone Else,35,29,College Degree,Female,Working,NA,Black
76,2016,NA,NA,49,18,Less Than HS,Female,Upper,NA,Black
77,2016,NA,Work For Someone Else,36,NA,Grad/Prof Degree,Female,Middle,NA,White
78,2016,NA,Work For Someone Else,37,NA,Grad/Prof Degree,Female,Middle,NA,Black
79,2016,NA,Self Employed,78,NA,Grad/Prof Degree,Female,Middle,NA,White
80,2016,NA,Work For Someone Else,41,NA,HS Diploma,Male,Working,NA,Black
81,2016,NA,Work For Someone Else,42,35,Some College,Male,Middle,NA,Other
82,2016,NA,Work For Someone Else,35,23,Some College,Female,Working,NA,White
83,2016,NA,Work For Someone Else,33,30,College Degree,Male,Working,NA,White
84,2016,NA,Work For Someone Else,44,28,HS Diploma,Male,Middle,NA,White
85,2016,NA,Work For Someone Else,41,31,Some College,Male,Working,NA,White
86,2016,NA,Work For Someone Else,52,32,HS Diploma,Male,Middle,NA,White
87,2016,NA,Work For Someone Else,45,NA,College Degree,Female,Working,NA,White
88,2016,NA,Work For Someone Else,41,29,HS Diploma,Female,Working,NA,Hispanic
89,2016,NA,Work For Someone Else,41,26,HS Diploma,Female,Working,NA,Hispanic
90,2016,NA,Work For Someone Else,68,NA,HS Diploma,Male,Working,NA,White
91,2016,NA,Work For Someone Else,57,20,HS Diploma,Female,Upper,NA,Black
92,2016,NA,Work For Someone Else,72,26,Grad/Prof Degree,Male,Middle,NA,Black
93,2016,NA,Work For Someone Else,68,NA,Grad/Prof Degree,Male,Lower,NA,White
94,2016,NA,Work For Someone Else,50,NA,College Degree,Male,Middle,NA,White
95,2016,NA,Work For Someone Else,40,NA,Grad/Prof Degree,Male,Middle,NA,White
96,2016,NA,Self Employed,58,NA,HS Diploma,Male,Middle,NA,White
97,2016,NA,Self Employed,43,NA,HS Diploma,Male,Working,NA,Hispanic
98,2016,NA,Work For Someone Else,25,NA,College Degree,Male,Middle,NA,Black
99,2016,NA,Work For Someone Else,33,NA,Grad/Prof Degree,Male,Working,NA,Other
100,2016,NA,Self Employed,27,NA,College Degree,Male,Middle,NA,White
101,2016,NA,Work For Someone Else,58,21,College Degree,Female,Working,NA,Black
102,2016,NA,Work For Someone Else,66,24,HS Diploma,Female,Middle,NA,White
103,2016,NA,Work For Someone Else,66,NA,HS Diploma,Male,Lower,NA,White
104,2016,NA,Work For Someone Else,89,27,HS Diploma,Female,Middle,NA,White
105,2016,NA,Work For Someone Else,29,23,Some College,Female,Working,NA,Hispanic
106,2016,NA,Work For Someone Else,89,NA,Less Than HS,Female,Middle,NA,White
107,2016,NA,Work For Someone Else,78,NA,HS Diploma,Female,Working,NA,White
108,2016,NA,Work For Someone Else,52,17,HS Diploma,Female,Working,NA,Hispanic
109,2016,NA,Work For Someone Else,50,NA,HS Diploma,Male,Working,NA,White
110,2016,NA,Work For Someone Else,25,23,College Degree,Female,Working,NA,White
111,2016,NA,Work For Someone Else,37,30,College Degree,Male,Middle,NA,White
112,2016,NA,Work For Someone Else,54,31,College Degree,Female,Working,NA,White
113,2016,NA,Self Employed,52,34,Some College,Male,Working,NA,Other
114,2016,NA,Work For Someone Else,48,NA,HS Diploma,Male,Working,NA,Hispanic
115,2016,NA,Work For Someone Else,32,NA,Grad/Prof Degree,Female,Middle,NA,Other
116,2016,NA,Self Employed,29,NA,College Degree,Female,Working,NA,White
117,2016,NA,Work For Someone Else,75,25,College Degree,Female,Middle,NA,White
118,2016,NA,Self Employed,59,NA,Grad/Prof Degree,Female,Middle,NA,White
119,2016,NA,Self Employed,81,32,HS Diploma,Male,Middle,NA,White
120,2016,NA,Work For Someone Else,69,22,HS Diploma,Female,Middle,NA,White
121,2016,NA,Work For Someone Else,55,28,Grad/Prof Degree,Female,Middle,NA,White
122,2016,NA,Work For Someone Else,52,NA,HS Diploma,Female,Working,NA,White
123,2016,NA,Work For Someone Else,33,24,College Degree,Female,Working,NA,Hispanic
124,2016,NA,Self Employed,56,36,HS Diploma,Male,Middle,NA,White
125,2016,NA,Work For Someone Else,71,23,Grad/Prof Degree,Male,Middle,NA,White
126,2016,NA,NA,21,NA,HS Diploma,Male,Middle,NA,Hispanic
127,2016,NA,Work For Someone Else,49,20,HS Diploma,Female,Middle,NA,White
128,2016,NA,Work For Someone Else,26,NA,College Degree,Male,Middle,NA,White
129,2016,NA,Work For Someone Else,33,NA,College Degree,Female,Middle,NA,White
130,2016,NA,Work For Someone Else,36,NA,Grad/Prof Degree,Male,Working,NA,Hispanic
131,2016,NA,Work For Someone Else,68,NA,HS Diploma,Male,Middle,NA,Black
132,2016,NA,Work For Someone Else,27,20,Some College,Female,Working,NA,Black
133,2016,NA,Work For Someone Else,60,21,HS Diploma,Female,Upper,NA,Black
134,2016,NA,Work For Someone Else,48,NA,HS Diploma,Male,Working,NA,White
135,2016,NA,Work For Someone Else,47,21,HS Diploma,Female,Working,NA,Black
136,2016,NA,Work For Someone Else,36,NA,Some College,Female,Working,NA,White
137,2016,NA,Work For Someone Else,89,21,HS Diploma,Female,Middle,NA,White
138,2016,NA,Work For Someone Else,64,26,HS Diploma,Female,Working,NA,White
139,2016,NA,Work For Someone Else,38,NA,College Degree,Female,Middle,NA,White
140,2016,NA,Work For Someone Else,62,39,HS Diploma,Male,Working,NA,White
141,2016,NA,Work For Someone Else,62,20,College Degree,Female,Working,NA,White
142,2016,NA,Work For Someone Else,65,22,Some College,Female,Middle,NA,White
143,2016,NA,Self Employed,60,32,HS Diploma,Male,Middle,NA,White
144,2016,NA,Work For Someone Else,47,36,College Degree,Female,Working,NA,White
145,2016,NA,Work For Someone Else,62,NA,Some College,Male,Working,NA,White
146,2016,NA,Work For Someone Else,51,36,College Degree,Female,Middle,NA,White
147,2016,NA,Work For Someone Else,43,36,College Degree,Female,Upper,NA,White
148,2016,NA,Work For Someone Else,47,43,HS Diploma,Male,Middle,NA,Other
149,2016,NA,Work For Someone Else,57,26,HS Diploma,Female,Working,NA,White
150,2016,NA,Self Employed,30,NA,College Degree,Male,Middle,NA,White
151,2016,NA,Self Employed,39,NA,Grad/Prof Degree,Male,Middle,NA,White
152,2016,NA,Work For Someone Else,37,NA,Some College,Female,Middle,NA,White
153,2016,NA,Work For Someone Else,52,NA,HS Diploma,Female,Working,NA,Other
154,2016,NA,Work For Someone Else,61,NA,Grad/Prof Degree,Female,Lower,NA,Hispanic
155,2016,NA,Work For Someone Else,58,20,HS Diploma,Male,Working,NA,White
156,2016,NA,Work For Someone Else,31,NA,Some College,Male,Middle,NA,Hispanic
157,2016,NA,Self Employed,52,31,College Degree,Female,Middle,NA,Other
158,2016,NA,NA,46,32,Some College,Female,Working,NA,Hispanic
159,2016,NA,Work For Someone Else,25,23,HS Diploma,Female,Middle,NA,Hispanic
160,2016,NA,Work For Someone Else,54,20,Less Than HS,Male,Working,NA,Hispanic
161,2016,NA,Work For Someone Else,33,26,HS Diploma,Female,Working,NA,Other
162,2016,NA,Work For Someone Else,33,30,Grad/Prof Degree,Male,Middle,NA,Other
163,2016,NA,Work For Someone Else,61,19,HS Diploma,Female,Lower,NA,White
164,2016,NA,Work For Someone Else,65,27,NA,Female,Working,NA,Hispanic
165,2016,NA,Work For Someone Else,53,NA,HS Diploma,Female,NA,NA,Hispanic
166,2016,NA,NA,66,20,Less Than HS,Female,Lower,NA,Other
167,2016,NA,Work For Someone Else,41,22,HS Diploma,Female,Working,NA,Hispanic
168,2016,NA,Self Employed,57,22,HS Diploma,Female,Middle,NA,White
169,2016,NA,Self Employed,50,NA,HS Diploma,Male,Working,NA,Black
170,2016,NA,Work For Someone Else,75,NA,HS Diploma,Male,Working,NA,Black
171,2016,NA,Work For Someone Else,22,15,Less Than HS,Female,Working,NA,Black
172,2016,NA,Work For Someone Else,27,NA,Less Than HS,Male,Lower,NA,White
173,2016,NA,Work For Someone Else,20,18,Less Than HS,Female,Lower,NA,Hispanic
174,2016,NA,Work For Someone Else,55,NA,Grad/Prof Degree,Male,Middle,NA,White
175,2016,NA,Work For Someone Else,49,25,HS Diploma,Female,Working,NA,Hispanic
176,2016,NA,Work For Someone Else,51,26,HS Diploma,Female,Working,NA,Hispanic
177,2016,NA,Work For Someone Else,56,22,College Degree,Male,Middle,NA,White
178,2016,NA,Work For Someone Else,41,40,Grad/Prof Degree,Female,Middle,NA,Other
179,2016,NA,Work For Someone Else,67,20,HS Diploma,Male,Working,NA,Hispanic
180,2016,NA,Work For Someone Else,38,17,HS Diploma,Female,Working,NA,Black
181,2016,NA,Work For Someone Else,76,30,Grad/Prof Degree,Female,Middle,NA,Other
182,2016,NA,Work For Someone Else,66,26,Some College,Male,Middle,NA,Black
183,2016,NA,Work For Someone Else,84,NA,College Degree,Female,Working,NA,Other
184,2016,NA,NA,32,NA,Less Than HS,Male,Working,NA,Black
185,2016,NA,Work For Someone Else,46,24,College Degree,Male,Working,NA,Black
186,2016,NA,Work For Someone Else,25,NA,HS Diploma,Male,Middle,NA,Other
187,2016,NA,Work For Someone Else,67,27,Grad/Prof Degree,Male,Middle,NA,White
