"qkey","gender","use_facebook","use_twitter","news_social_media","age_cat","educ_cat","racethn","news_trust","ideology","misinformation"
"202001018212","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Conservative",2
"202001018236","Woman",1,0,"Never","65+","College Grad+","Hispanic","Not too much","Very Liberal",1
"202001018284","Woman",1,0,"Rarely","50-64","Some College","White","Some","Conservative",2
"202001018302","Woman",1,0,"Rarely","50-64","Some College","White","Not too much","Liberal",1
"202001018321","Woman",1,0,"Sometimes","50-64","College Grad+","White","Not too much","Liberal",1
"202001018325","Man",0,0,"Rarely","50-64","College Grad+","White","Some","Very Conservative",2
"202001018335","Woman",1,1,"Sometimes","30-49","College Grad+","Hispanic","Some","Liberal",1
"202001018346","Woman",1,0,"Rarely","50-64","HS Grad or Less","White","Some","Liberal",2
"202001018382","Woman",1,0,"Often","18-29","College Grad+","White","Not too much","Liberal",2
"202001018423","Man",1,0,"Never","65+","Some College","White","Not at all","Moderate",1
"202001018449","Man",1,1,"Sometimes","50-64","Some College","Hispanic","Not too much","Moderate",1
"202001018487","Woman",1,0,"Sometimes","30-49","HS Grad or Less","White","Not too much","Moderate",1
"202001018647","Woman",1,0,"Never","50-64","College Grad+","White","Not too much","Moderate",1
"202001018692","Man",0,0,"Never","65+","Some College","White","Not at all","Moderate",1
"202001018772","Woman",1,0,"Never","30-49","HS Grad or Less","White","Not at all","Moderate",1
"202001018773","Man",1,0,"Rarely","30-49","College Grad+","Black","Some","Moderate",2
"202001018782","Man",0,1,"Sometimes","30-49","College Grad+","White","Some","Very Liberal",2
"202001018810","Man",1,1,"Sometimes","30-49","College Grad+","White","Not too much","Conservative",2
"202001018817","Man",0,0,"Never","30-49","Some College","White","Not at all","Conservative",2
"202001018842","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Moderate",2
"202001018846","Woman",1,1,"Rarely","30-49","College Grad+","White","Not too much","Moderate",2
"202001018867","Woman",0,0,"Sometimes","30-49","Some College","White","Some","Moderate",2
"202001018898","Man",1,0,"Never","30-49","College Grad+","White","Not at all","Moderate",2
"202001018990","Man",1,1,"Rarely","30-49","HS Grad or Less","White","Not at all","Very Conservative",2
"202001019018","Man",1,0,"Often","65+","HS Grad or Less","White","Not too much","Conservative",2
"202001019103","Man",1,0,"Rarely","30-49","College Grad+","White","Not too much","Moderate",2
"202001019105","Woman",1,1,"Rarely","65+","College Grad+","White","Not too much","Liberal",1
"202001019118","Woman",0,0,"Never","50-64","Some College","White","Some","Moderate",1
"202001019171","Woman",1,NA,"Never","65+","HS Grad or Less","White","Not too much","Moderate",2
"202001019185","Woman",1,0,"Sometimes","50-64","Some College","Hispanic","A lot","Moderate",1
"202001019209","Woman",0,0,"Never","30-49","College Grad+","White","Not at all","Very Liberal",1
"202001019228","Man",0,0,"Never","65+","College Grad+","White","Not too much","Conservative",2
"202001019242","Woman",1,0,"Sometimes","30-49","HS Grad or Less","Hispanic","Some","Moderate",1
"202001019309","Man",1,1,"Rarely","30-49","Some College","Black","Not too much","Conservative",1
"202001019330","Man",0,0,"Never","50-64","HS Grad or Less","White","Not at all","Very Liberal",1
"202001019343","Man",1,1,"Sometimes","65+","College Grad+","White","Some","Very Conservative",2
"202001019410","Man",1,0,"Sometimes","30-49","College Grad+","Black","Not too much","Moderate",1
"202001019449","Woman",1,0,"Rarely","18-29","College Grad+","Hispanic","Not too much","Liberal",1
"202001019486","Man",0,0,"Never","18-29","College Grad+","White","Not at all","Very Liberal",1
"202001019524","Man",1,1,"Rarely","50-64","Some College","White","Not at all","Liberal",2
"202001019525","Man",0,0,"Often","65+","College Grad+","White","A lot","Very Liberal",2
"202001019562","Man",1,1,"Sometimes","50-64","College Grad+","Asian","Some","Liberal",2
"202001019571","Woman",0,0,"Never","65+","Some College","Black","Not at all","Liberal",1
"202001019633","Woman",0,0,"Often","50-64","HS Grad or Less","White","Not too much","Moderate",1
"202001019692","Woman",0,1,"Often","30-49","Some College","White","Some","Liberal",2
"202001019736","Woman",1,0,"Sometimes","65+","HS Grad or Less","White","Not too much","Conservative",2
"202001019755","Woman",1,0,"Never","65+","College Grad+","Black","Not at all","Moderate",1
"202001019827","Man",1,0,"Rarely","50-64","College Grad+","White","Not at all","Conservative",2
"202001019834","Man",1,1,"Sometimes","18-29","College Grad+","Hispanic","Some","Very Liberal",1
"202001019914","Woman",1,0,"Sometimes","18-29","College Grad+","White","Not at all","Moderate",2
"202001019924","Man",1,0,"Never","30-49","College Grad+","White","Not at all","Moderate",2
"202001019935","Woman",1,0,"Rarely","18-29","College Grad+","Other","A lot","Moderate",2
"202001019945","Man",1,1,"Rarely","65+","Some College","White","Not too much","Moderate",2
"202001019959","Man",1,0,"Rarely","65+","HS Grad or Less","White","Not too much","Conservative",2
"202001019979","Man",1,1,"Sometimes","18-29","Some College","White","Some","Moderate",2
"202001019996","Man",1,1,"Often","18-29","Some College","Hispanic","Some","Very Liberal",1
"202001020071","Woman",1,0,"Rarely","30-49","Some College","White","Not too much","Liberal",2
"202001020079","Man",1,0,"Sometimes","50-64","HS Grad or Less","White","Not at all","Very Conservative",2
"202001020088","Woman",1,0,"Rarely","50-64","College Grad+","White","Not too much","Moderate",2
"202001020102","Woman",1,1,"Rarely","30-49","College Grad+","Hispanic","Not at all","Very Liberal",1
"202001020133","Woman",1,0,"Sometimes","30-49","College Grad+","Other","Some","Moderate",2
"202001020170","Woman",1,1,"Sometimes","30-49","College Grad+","White","Not too much","Liberal",2
"202001020206","Woman",0,0,"Sometimes","30-49","College Grad+","White","Some","Very Conservative",2
"202001020225","Woman",0,0,"Rarely","30-49","College Grad+","Other","Not too much","Very Liberal",1
"202001020264","Woman",1,NA,"Often","65+","Some College","White","Not too much","Moderate",1
"202001020295","Man",1,1,"Often","50-64","HS Grad or Less","White","Some","Moderate",2
"202001020320","Woman",1,1,"Rarely","30-49","Some College","Asian","Not too much","Moderate",2
"202001020346","Man",0,1,"Often","50-64","College Grad+","White","Some","Conservative",1
"202001020386","Man",1,0,"Often","50-64","College Grad+","White","Not too much","Conservative",1
"202001020430","Man",1,0,"Rarely","30-49","Some College","White","Not at all","Conservative",2
"202001020432","Woman",1,0,"Never","50-64","Some College","White","Not at all","Moderate",1
"202001020451","Woman",1,0,"Sometimes","18-29","Some College","Hispanic","Not too much","Moderate",1
"202001020473","Woman",1,1,"Sometimes","30-49","Some College","Black","Not too much","Liberal",2
"202001020476","Man",0,1,"Sometimes","50-64","College Grad+","White","Some","Moderate",1
"202001020523","Man",0,0,"Never","65+","College Grad+","Black","Not at all","Very Liberal",1
"202001020524","Woman",1,1,"Sometimes","30-49","Some College","White","Some","Liberal",2
"202001020542","Woman",1,0,"Sometimes","50-64","HS Grad or Less","White","Not too much","Very Conservative",2
"202001020543","Woman",1,1,"Sometimes","50-64","Some College","Hispanic","Some","Very Conservative",2
"202001020553","Woman",1,0,"Sometimes","65+","College Grad+","White","Not too much","Moderate",2
"202001020573","Woman",0,0,"Never","18-29","HS Grad or Less","Hispanic","Not at all","Very Liberal",2
"202001020604","Man",0,0,"Never","50-64","Some College","White","Not at all","Very Conservative",2
"202001020649","Man",0,1,"Never","50-64","College Grad+","White","Not at all","Moderate",2
"202001020662","Woman",1,0,"Often","50-64","Some College","Hispanic","Some","Conservative",1
"202001020757","Woman",1,0,"Never","50-64","College Grad+","White","Not at all","Conservative",2
"202001020779","Woman",1,1,"Sometimes","30-49","College Grad+","White","Not at all","Very Liberal",2
"202001020797","Woman",1,0,"Rarely","50-64","College Grad+","Black","Not too much","Liberal",1
"202001020805","Woman",1,0,"Often","30-49","College Grad+","White","Not too much","Liberal",1
"202001020827","Woman",0,1,"Often","18-29","Some College","Hispanic","Not too much","Moderate",2
"202001020855","Man",1,1,"Often","18-29","College Grad+","White","Not too much","Moderate",1
"202001020903","Woman",1,0,"Rarely","30-49","HS Grad or Less","Hispanic","Not too much","Moderate",1
"202001020907","Man",0,0,"Rarely","30-49","Some College","Hispanic","Not at all","Moderate",1
"202001020942","Woman",1,0,"Rarely","30-49","Some College","White","Not too much","Conservative",2
"202001021053","Woman",1,NA,"Often","30-49","Some College","White","Some","Very Conservative",2
"202001021068","Man",1,0,"Rarely","30-49","Some College","White","Not too much","Moderate",2
"202001021084","Woman",1,0,"Never","30-49","College Grad+","White","Not too much","Very Liberal",1
"202001021112","Woman",0,0,"Rarely","18-29","Some College","Hispanic","Some","Liberal",2
"202001021117","Woman",0,0,"Never","65+","Some College","White","Not at all","Liberal",1
"202001021134","Man",0,0,"Rarely","50-64","College Grad+","White","Not too much","Very Conservative",2
"202001021137","Woman",1,1,"Rarely","65+","Some College","White","Some","Conservative",2
"202001021239","Woman",1,0,"Sometimes","65+","College Grad+","White","Not too much","Liberal",2
"202001021241","Man",0,0,"Never","50-64","College Grad+","Asian","Not too much","Liberal",1
"202001021258","Woman",NA,NA,"Never","65+","Some College","White","Not at all","Moderate",1
"202001021260","Man",1,0,"Sometimes","30-49","Some College","White","Not too much","Liberal",2
"202001021280","Woman",1,0,"Rarely","65+","College Grad+","White","Not too much","Moderate",1
"202001021378","Woman",1,1,"Rarely","30-49","College Grad+","Hispanic","Not too much","Moderate",2
"202001021404","Woman",1,0,"Rarely","30-49","College Grad+","White","Not too much","Conservative",1
"202001021483","Man",1,1,"Sometimes","50-64","HS Grad or Less","White","Some","Conservative",1
"202001021489","Woman",1,1,"Sometimes","18-29","Some College","Hispanic","Not too much","Moderate",2
"202001021532","Woman",0,1,"Often","18-29","Some College","White","Some","Very Liberal",2
"202001021534","Woman",0,0,"Often","30-49","Some College","Hispanic","A lot","Moderate",1
"202001021537","Man",1,0,"Never","30-49","HS Grad or Less","White","Not at all","Moderate",1
"202001021623","Woman",0,0,"Never","50-64","Some College","White","Not at all","Conservative",2
"202001021666","Woman",1,0,"Never","50-64","College Grad+","White","Not at all","Conservative",2
"202001021691","Man",0,0,"Never","65+","Some College","White","Not at all","Conservative",2
"202001021696","Woman",0,0,"Sometimes","30-49","College Grad+","Hispanic","Some","Liberal",1
"202001021712","Woman",0,0,"Never","50-64","College Grad+","Hispanic","Not at all","Conservative",2
"202001021757","Woman",1,0,"Rarely","30-49","College Grad+","White","Not at all","Moderate",1
"202001021788","Man",0,0,"Never","65+","HS Grad or Less","White","Not too much","Conservative",2
"202001021807","Man",0,0,"Sometimes","65+","HS Grad or Less","White","Not at all","Moderate",2
"202001021821","Woman",1,0,"Never","50-64","College Grad+","White","Not too much","Conservative",2
"202001021832","Man",0,0,"Never","65+","College Grad+","White","Not at all","Moderate",1
"202001021882","Man",0,0,"Never","65+","HS Grad or Less","White","Not at all","Moderate",2
"202001022008","Man",0,0,"Never","65+","College Grad+","White","Not at all","Conservative",2
"202101000025","Woman",1,0,"Rarely","18-29","Some College","White","A lot","Conservative",1
"202101000105","Man",1,0,"Often","30-49","HS Grad or Less","Hispanic","Not too much","Very Liberal",1
"202101000149","Woman",1,0,"Often","18-29","Some College","Hispanic","Some","Conservative",2
"202101000239","Woman",0,0,"Never","50-64","HS Grad or Less","White","Not at all","Moderate",2
"202101000273","Man",0,0,"Never","65+","Some College","White","Not at all","Moderate",1
"202101000282","Woman",1,0,"Often","18-29","Some College","White","Some","Moderate",2
"202101000289","Man",1,1,"Sometimes","50-64","HS Grad or Less","White","Not too much","Conservative",2
"202101000321","Woman",1,1,"Rarely","30-49","Some College","Hispanic","Not at all","Moderate",2
"202101000346","Man",0,0,"Sometimes","18-29","HS Grad or Less","Hispanic","Not too much","Conservative",2
"202101000390","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Moderate",1
"202101000399","Woman",1,0,"Sometimes","30-49","HS Grad or Less","White","Not too much","Moderate",2
"202101000408","Woman",1,1,"Rarely","50-64","Some College","Black","Not too much","Moderate",1
"202101000431","Man",0,0,"Never","65+","HS Grad or Less","White","Some","Conservative",2
"202101000519","Woman",0,1,"Sometimes","50-64","College Grad+","White","Not too much","Moderate",2
"202101000574","Woman",1,0,"Rarely","30-49","College Grad+","Hispanic","Not too much","Conservative",2
"202101000607","Woman",1,0,"Sometimes","30-49","Some College","White","Not too much","Moderate",1
"202101000615","Man",0,0,"Rarely","50-64","HS Grad or Less","White","Not at all","Very Conservative",2
"202101000625","Man",0,0,"Often","30-49","College Grad+","Asian","Not too much","Conservative",2
"202101000648","Man",1,0,"Never","65+","Some College","Black","Not at all","Liberal",2
"202101000693","Man",0,0,"Rarely","18-29","Some College","White","Not too much","Liberal",2
"202101000735","Man",1,0,"Rarely","30-49","Some College","White","Not at all","Moderate",1
"202101000762","Woman",0,0,"Sometimes","30-49","College Grad+","White","Some","Moderate",1
"202101000807","Woman",1,0,"Sometimes","30-49","College Grad+","White","Not at all","Liberal",1
"202101000898","Woman",1,0,"Never","50-64","College Grad+","White","Not at all","Moderate",1
"202101000909","Man",1,0,"Often","50-64","HS Grad or Less","White","Not too much","Moderate",1
"202101000936","Man",1,NA,"Sometimes","30-49","College Grad+","Hispanic","Not too much","Moderate",2
"202101000965","Man",0,0,"Rarely","65+","HS Grad or Less","White","Not too much","Moderate",2
"202101001048","Woman",1,0,"Often","65+","College Grad+","White","Some","Very Conservative",2
"202101001108","Man",0,0,"Never","18-29","College Grad+","Asian","Not at all","Conservative",2
"202101001127","Man",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Conservative",2
"202101001263","Woman",0,1,"Sometimes","30-49","Some College","Hispanic","Not at all","Moderate",1
"202101001346","Man",1,1,"Sometimes","30-49","HS Grad or Less","White","Some","Moderate",2
"202101001449","Man",1,1,"Sometimes","30-49","College Grad+","Hispanic","Not too much","Moderate",2
"202101001461","Woman",1,1,"Sometimes","30-49","College Grad+","Hispanic","Some","Conservative",1
"202101001464","Woman",0,1,"Never","30-49","Some College","White","Not at all","Very Liberal",1
"202101001553","Woman",1,0,"Sometimes","18-29","College Grad+","White","Some","Very Liberal",1
"202101001564","Woman",1,0,"Often","30-49","Some College","White","A lot","Conservative",2
"202101001654","Man",1,1,"Rarely","30-49","College Grad+","White","Not too much","Moderate",1
"202101001741","Man",0,1,"Sometimes","30-49","HS Grad or Less","White","Not too much","Liberal",1
"202101001750","Man",1,0,"Never","65+","College Grad+","White","Not too much","Liberal",1
"202101001775","Woman",1,0,"Never","65+","HS Grad or Less","White","Not too much","Moderate",2
"202101001790","Man",0,0,"Rarely","30-49","College Grad+","White","Not at all","Liberal",2
"202101001839","Man",1,0,"Never","65+","Some College","White","Not at all","Moderate",2
"202101001854","Woman",1,0,"Never","30-49","College Grad+","White","Not at all","Liberal",2
"202101001867","Man",1,1,"Often","30-49","College Grad+","White","A lot","Liberal",2
"202101001873","Woman",1,1,"Often","50-64","College Grad+","White","A lot","Moderate",2
"202101001913","Woman",0,0,"Never","65+","Some College","White","Not at all","Moderate",1
"202101001987","Woman",1,1,"Sometimes","65+","Some College","White","Some","Moderate",1
"202101002013","Woman",1,1,"Sometimes","50-64","Some College","White","Some","Moderate",1
"202101002046","Man",1,0,"Rarely","30-49","Some College","Hispanic","Not at all","Moderate",1
"202101002084","Woman",1,1,"Sometimes","18-29","Some College","Hispanic","Some","Very Liberal",1
"202101002089","Woman",1,0,"Sometimes","50-64","HS Grad or Less","White","Some","Conservative",2
"202101002108","Woman",0,0,"Often","65+","HS Grad or Less","White","Not at all","Moderate",2
"202101002152","Woman",1,0,"Rarely","50-64","Some College","White","Not too much","Liberal",2
"202101002197","Man",1,1,"Rarely","50-64","Some College","White","Some","Moderate",1
"202101002279","Man",0,0,"Never","18-29","College Grad+","White","Not too much","Moderate",2
"202101002337","Woman",1,0,"Often","50-64","Some College","White","Some","Very Liberal",1
"202101002339","Woman",1,0,"Rarely","18-29","College Grad+","White","Not at all","Liberal",1
"202101002340","Woman",1,1,"Sometimes","30-49","HS Grad or Less","White","Some","Liberal",1
"202101002377","Man",1,1,"Rarely","18-29","College Grad+","White","A lot","Moderate",1
"202101002404","Woman",1,0,"Rarely","30-49","HS Grad or Less","Hispanic","Not at all","Conservative",2
"202101002460","Woman",1,0,"Never","65+","HS Grad or Less","White","Not at all","Liberal",1
"202101002467","Man",0,0,"Often","30-49","College Grad+","White","A lot","Moderate",2
"202101002482","Woman",1,1,"Often","18-29","HS Grad or Less","White","Some","Very Liberal",1
"202101002489","Woman",1,1,"Sometimes","30-49","Some College","White","Some","Conservative",2
"202101002500","Woman",1,0,"Often","65+","Some College","White","Some","Liberal",1
"202101002562","Woman",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Conservative",2
"202101002638","Woman",1,0,"Sometimes","30-49","Some College","Hispanic","Not too much","Moderate",2
"202101002642","Woman",0,0,"Never","65+","Some College","White","Not too much","Conservative",2
"202101002774","Woman",1,0,"Sometimes","65+","HS Grad or Less","White","Not too much","Conservative",2
"202101002791","Man",0,0,"Never","50-64","Some College","White","Not at all","Conservative",2
"202101002796","Woman",0,0,"Sometimes","65+","HS Grad or Less","White","Not too much","Liberal",2
"202101002882","Woman",1,0,"Often","30-49","College Grad+","White","A lot","Liberal",2
"202101002892","Man",1,0,"Often","30-49","College Grad+","White","Not at all","Moderate",2
"202101002908","Man",1,1,"Sometimes","50-64","Some College","Hispanic","Not too much","Moderate",2
"202101002909","Woman",1,0,"Sometimes","30-49","College Grad+","Hispanic","Not at all","Conservative",2
"202101002913","Woman",0,0,"Rarely","18-29","Some College","Hispanic","Not too much","Liberal",1
"202101002918","Woman",1,0,"Often","50-64","HS Grad or Less","Black","Some","Moderate",2
"202101002924","Woman",1,0,"Often","65+","Some College","White","Not too much","Moderate",1
"202101002941","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Liberal",1
"202101002951","Man",1,0,"Sometimes","65+","Some College","White","Not too much","Moderate",2
"202101002957","Man",1,0,"Rarely","65+","Some College","White","Not too much","Very Conservative",2
"202101002963","Woman",1,0,"Never","50-64","Some College","White","Not at all","Moderate",1
"202101002977","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Very Liberal",1
"202101002987","Man",1,NA,"Sometimes","30-49","Some College","White","Not too much","Conservative",1
"202101003040","Man",0,0,"Never","65+","HS Grad or Less","White","Not too much","Conservative",2
"202101003126","Woman",1,0,"Sometimes","18-29","College Grad+","White","Not too much","Liberal",2
"202101003169","Man",1,0,"Never","30-49","HS Grad or Less","White","Not at all","Conservative",2
"202101003185","Woman",0,0,"Never","50-64","HS Grad or Less","White","Not at all","Moderate",1
"202101003400","Woman",1,0,"Never","30-49","HS Grad or Less","White","Not too much","Liberal",2
"202101003431","Woman",1,0,"Rarely","30-49","College Grad+","Hispanic","A lot","Conservative",2
"202101003463","Woman",0,0,"Sometimes","30-49","College Grad+","White","Not too much","Moderate",2
"202101003468","Woman",1,0,"Never","65+","Some College","White","Not at all","Moderate",1
"202101003512","Man",1,1,"Sometimes","30-49","College Grad+","Hispanic","Not too much","Liberal",2
"202101003530","Man",1,1,"Rarely","65+","HS Grad or Less","White","Not too much","Moderate",1
"202101003600","Woman",1,0,"Rarely","18-29","Some College","White","Not too much","Moderate",2
"202101003641","Woman",1,0,"Sometimes","50-64","Some College","Hispanic","Some","Moderate",1
"202101003656","Man",0,1,"Rarely","30-49","College Grad+","White","Some","Conservative",2
"202101003701","Man",0,0,"Often","30-49","Some College","White","Not too much","Moderate",2
"202101003800","Woman",0,1,"Rarely","18-29","College Grad+","Hispanic","Some","Very Liberal",1
"202101003801","Man",0,0,"Sometimes","30-49","Some College","White","Some","Moderate",1
"202101003885","Man",1,0,"Never","65+","Some College","White","Not at all","Conservative",1
"202101003887","Woman",1,0,"Sometimes","50-64","College Grad+","White","Not at all","Conservative",2
"202101003898","Woman",1,1,"Often","30-49","College Grad+","White","Some","Conservative",2
"202101003911","Woman",1,0,"Rarely","65+","Some College","Hispanic","Not at all","Moderate",2
"202101003917","Man",0,0,"Never","50-64","Some College","White","Not at all","Liberal",2
"202101003927","Man",0,0,"Never","50-64","HS Grad or Less","White","Not too much","Moderate",1
"202101003945","Woman",1,0,"Sometimes","30-49","College Grad+","Hispanic","Some","Moderate",1
"202101003973","Man",1,1,"Often","18-29","College Grad+","White","A lot","Conservative",2
"202101004048","Woman",0,0,"Never","18-29","Some College","Other","Not at all","Moderate",1
"202101004203","Man",1,0,"Sometimes","50-64","College Grad+","Hispanic","Some","Conservative",2
"202101004249","Man",0,1,"Rarely","65+","HS Grad or Less","White","Not too much","Liberal",2
"202101004253","Woman",0,1,"Sometimes","30-49","Some College","Hispanic","Some","Moderate",1
"202101004268","Man",1,0,"Often","30-49","College Grad+","Hispanic","Not too much","Liberal",1
"202101004309","Man",0,0,"Never","50-64","Some College","Black","Not too much","Moderate",2
"202101004359","Man",1,0,"Never","65+","Some College","White","Not too much","Moderate",2
"202101004369","Woman",1,0,"Rarely","65+","Some College","White","Not too much","Conservative",2
"202101004387","Woman",1,1,"Often","50-64","Some College","White","Some","Moderate",2
"202101004417","Woman",1,1,"Sometimes","50-64","Some College","White","Not too much","Liberal",1
"202101004425","Woman",1,1,"Often","30-49","College Grad+","Asian","Some","Moderate",1
"202101004426","Man",1,0,"Sometimes","30-49","Some College","Hispanic","Not too much","Moderate",1
"202101004437","Man",1,0,"Rarely","30-49","Some College","White","Not at all","Moderate",2
"202101004442","Woman",1,1,"Often","18-29","HS Grad or Less","Hispanic","A lot","Moderate",1
"202101004482","Woman",1,0,"Sometimes","30-49","HS Grad or Less","Black","Not too much","Liberal",1
"202101004488","Man",1,0,"Often","30-49","Some College","White","A lot","Very Liberal",2
"202101004492","Woman",1,0,"Sometimes","18-29","Some College","Hispanic","Some","Liberal",1
"202101004536","Man",1,1,"Often","30-49","Some College","Other","Some","Very Liberal",2
"202101004696","Woman",1,0,"Sometimes","30-49","HS Grad or Less","White","Not too much","Conservative",2
"202101004703","Woman",1,1,"Often","18-29","College Grad+","Hispanic","Not at all","Liberal",1
"202101004779","Man",0,0,"Never","50-64","HS Grad or Less","White","Not too much","Conservative",1
"202101004790","Woman",1,0,"Sometimes","50-64","College Grad+","White","Not too much","Liberal",1
"202101004871","Woman",1,0,"Rarely","18-29","College Grad+","White","Not too much","Very Conservative",2
"202101004874","Woman",1,0,"Often","30-49","HS Grad or Less","White","Some","Moderate",1
"202101004904","Woman",0,0,"Never","30-49","Some College","Hispanic","Not too much","Moderate",1
"202101004933","Woman",1,1,"Sometimes","30-49","Some College","Hispanic","Not too much","Moderate",2
"202101004939","Woman",0,NA,"Sometimes","50-64","College Grad+","Asian","Not too much","Conservative",1
"202101005039","Woman",1,0,"Often","18-29","HS Grad or Less","Other","A lot","Conservative",2
"202101005056","Man",1,0,"Sometimes","50-64","HS Grad or Less","Other","Some","Moderate",1
"202101005141","Man",0,0,"Rarely","65+","Some College","White","Not too much","Conservative",2
"202101005173","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Liberal",1
"202101005239","Woman",1,0,"Rarely","30-49","Some College","White","Not too much","Moderate",1
"202101005320","Man",1,1,"Sometimes","30-49","HS Grad or Less","White","A lot","Conservative",2
"202101005349","Man",1,1,"Rarely","50-64","College Grad+","White","Not too much","Very Liberal",1
"202101005357","Man",1,0,"Often","30-49","HS Grad or Less","White","Not at all","Moderate",2
"202101005380","Woman",1,1,"Often","65+","HS Grad or Less","White","Not too much","Conservative",1
"202101005449","Man",1,1,"Never","65+","College Grad+","White","Not at all","Liberal",1
"202101005461","Woman",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Liberal",2
"202101005468","Man",1,0,"Never","65+","College Grad+","White","Not at all","Conservative",2
"202101005571","Woman",1,0,"Often","50-64","Some College","White","Not too much","Moderate",2
"202101005574","Woman",1,1,"Often","18-29","Some College","Hispanic","Not too much","Very Liberal",1
"202101005624","Other",0,0,"Often","18-29","College Grad+","Hispanic","A lot","Moderate",2
"202101005636","Woman",1,0,"Often","30-49","Some College","Hispanic","A lot","Very Liberal",1
"202101005712","Man",1,0,"Rarely","30-49","College Grad+","White","Not too much","Very Liberal",2
"202101005713","Man",1,0,"Never","30-49","College Grad+","White","Not at all","Moderate",2
"202101005739","Woman",1,1,"Sometimes","50-64","HS Grad or Less","White","Not at all","Moderate",2
"202101005793","Woman",1,1,"Never","50-64","Some College","White","Not too much","Liberal",2
"202101005813","Woman",1,0,"Sometimes","30-49","HS Grad or Less","White","Some","Conservative",2
"202101005956","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Liberal",1
"202101005961","Man",0,0,"Often","30-49","College Grad+","Hispanic","Not at all","Conservative",2
"202101005993","Man",1,1,"Rarely","50-64","Some College","White","Not too much","Conservative",2
"202101006007","Man",1,0,"Rarely","65+","Some College","White","Some","Conservative",1
"202101006016","Man",1,NA,"Sometimes","50-64","College Grad+","White","Not at all","Conservative",2
"202101006046","Man",1,1,"Sometimes","65+","College Grad+","White","Not too much","Conservative",2
"202101006127","Woman",1,0,"Sometimes","65+","HS Grad or Less","White","Not too much","Conservative",1
"202101006160","Woman",1,NA,"Rarely","30-49","HS Grad or Less","Hispanic","Not too much","Moderate",1
"202101006334","Woman",0,0,"Never","18-29","Some College","White","Not at all","Moderate",2
"202101006367","Woman",1,NA,"Rarely","50-64","HS Grad or Less","Hispanic","Not too much","Moderate",1
"202101006518","Man",0,0,"Rarely","50-64","College Grad+","White","Some","Moderate",1
"202101006580","Woman",1,0,"Rarely","30-49","College Grad+","White","Not at all","Moderate",2
"202101006633","Woman",1,1,"Sometimes","50-64","HS Grad or Less","White","Not too much","Moderate",1
"202101006711","Man",1,1,"Rarely","18-29","Some College","Other","Not at all","Moderate",2
"202101006744","Woman",1,0,"Sometimes","30-49","Some College","Black","Some","Moderate",1
"202101006826","Man",1,1,"Sometimes","18-29","HS Grad or Less","Black","Not too much","Moderate",1
"202101006941","Woman",1,1,"Often","30-49","HS Grad or Less","Hispanic","Not too much","Moderate",2
"202101006972","Woman",0,0,"Never","50-64","College Grad+","White","Not at all","Moderate",1
"202101007076","Man",1,0,"Never","50-64","HS Grad or Less","White","Some","Conservative",1
"202101007083","Man",0,0,"Never","65+","Some College","White","Not at all","Conservative",1
"202101007102","Woman",0,0,"Often","50-64","Some College","Black","A lot","Conservative",1
"202101007157","Woman",1,1,"Sometimes","18-29","College Grad+","Hispanic","Not too much","Very Liberal",1
"202101007203","Man",1,1,"Sometimes","65+","College Grad+","Black","Some","Moderate",1
"202101007212","Woman",1,1,"Sometimes","30-49","College Grad+","Black","Not too much","Very Liberal",2
"202101007403","Woman",1,0,"Often","18-29","Some College","White","Some","Conservative",2
"202101007405","Woman",1,0,"Sometimes","18-29","HS Grad or Less","White","Some","Conservative",1
"202101007430","Woman",1,1,"Often","30-49","HS Grad or Less","Other","A lot","Liberal",2
"202101007434","Man",1,0,"Rarely","30-49","HS Grad or Less","White","Not too much","Moderate",1
"202101007521","Woman",1,0,"Often","65+","HS Grad or Less","White","Some","Moderate",1
"202101007529","Other",1,0,"Often","18-29","College Grad+","White","Not too much","Very Liberal",2
"202101007541","Woman",1,1,"Often","30-49","Some College","Black","Some","Moderate",1
"202101007565","Woman",1,1,"Sometimes","30-49","College Grad+","White","Some","Liberal",1
"202101007577","Woman",0,0,"Never","50-64","College Grad+","White","Not at all","Liberal",1
"202101007619","Woman",1,0,"Rarely","18-29","College Grad+","White","Some","Liberal",2
"202101007685","Man",1,0,"Sometimes","30-49","College Grad+","Black","Not too much","Moderate",1
"202101007720","Other",0,0,"Rarely","50-64","HS Grad or Less","Asian","Some","Very Liberal",2
"202101007734","Woman",0,0,"Never","30-49","Some College","White","Not at all","Liberal",1
"202101007737","Man",1,0,"Sometimes","50-64","HS Grad or Less","White","Not at all","Conservative",2
"202101007755","Woman",1,1,"Often","18-29","Some College","Black","A lot","Liberal",2
"202101007802","Woman",1,0,"Rarely","65+","Some College","Hispanic","Not too much","Moderate",1
