"age","born","opwlth","oppared","opeduc","opclout","oprace","oprelig","opsex","yearsusa","ophrdwrk_essential","opknow_essential"
37,"Native","Very Important","Very Important","Very Important","Very Important","Not Important At All","Very Important","Fairly Important",NA,0,0
30,"Native","Very Important","Very Important","Very Important","Fairly Important","Very Important","Not Important At All","Fairly Important",NA,0,0
34,"Native","Very Important","Essential","Fairly Important","Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,1
74,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"Native","Essential","Essential","Very Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
32,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"Native","Not Very Important","Not Very Important","Fairly Important","Not Very Important","Not Very Important","Not Very Important","Not Very Important",NA,0,0
44,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"Native","Fairly Important","Not Very Important","Very Important","Not Very Important","Not Very Important","Not Very Important","Fairly Important",NA,1,0
48,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"Native","Fairly Important","Fairly Important","Very Important","Fairly Important","Not Very Important","Not Important At All","Essential",NA,1,0
43,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"Native","Not Very Important","Fairly Important","Essential","Fairly Important","Not Important At All","Not Important At All","Very Important",NA,1,0
79,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"Immigrant",NA,NA,NA,NA,NA,NA,NA,38,NA,NA
69,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"Native","Not Very Important","Fairly Important","Very Important","Not Very Important","Not Important At All","Fairly Important","Fairly Important",NA,1,0
48,"Native","Fairly Important","Fairly Important","Very Important","Fairly Important","Not Important At All","Not Very Important","Not Important At All",NA,1,0
NA,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"Native","Fairly Important","Very Important","Essential","Fairly Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
62,"Native","Fairly Important","Very Important","Essential","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,0,0
35,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"Native","Very Important","Very Important","Very Important","Not Very Important",NA,"Not Very Important","Not Very Important",NA,1,0
33,"Immigrant",NA,NA,NA,NA,NA,NA,NA,4,NA,NA
NA,"Native",NA,"Very Important","Very Important",NA,NA,NA,NA,NA,NA,0
50,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"Immigrant","Not Very Important","Fairly Important","Very Important","Fairly Important","Not Very Important","Fairly Important","Not Important At All",22,0,0
33,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"Immigrant",NA,NA,NA,NA,NA,NA,NA,15,NA,NA
85,"Native","Fairly Important","Fairly Important","Very Important","Not Very Important","Fairly Important","Not Very Important","Fairly Important",NA,0,0
62,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"Immigrant",NA,NA,NA,NA,NA,NA,NA,2,NA,NA
23,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"Native","Not Very Important","Very Important","Essential","Not Very Important","Fairly Important","Not Very Important","Fairly Important",NA,0,0
80,"Native","Very Important","Very Important","Very Important","Fairly Important","Very Important","Not Very Important","Fairly Important",NA,0,0
73,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"Immigrant",NA,NA,NA,NA,NA,NA,NA,50,NA,NA
69,"Native","Fairly Important","Very Important","Essential","Not Important At All","Not Very Important","Not Important At All","Not Important At All",NA,1,0
NA,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"Native","Very Important","Very Important","Essential","Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,1
NA,"Native","Fairly Important","Very Important","Essential","Fairly Important","Not Very Important","Not Very Important","Fairly Important",NA,1,0
64,"Native","Very Important","Fairly Important","Fairly Important","Not Very Important","Very Important","Not Very Important","Not Very Important",NA,0,0
48,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"Immigrant",NA,NA,NA,NA,NA,NA,NA,20,NA,NA
39,"Native","Fairly Important","Fairly Important","Very Important","Fairly Important","Not Very Important","Not Very Important","Not Very Important",NA,0,0
26,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"Native","Very Important","Fairly Important","Essential","Not Very Important","Fairly Important","Fairly Important","Fairly Important",NA,1,0
35,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"Native","Very Important","Very Important","Very Important","Fairly Important","Not Very Important","Not Very Important","Not Very Important",NA,1,0
59,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"Native","Essential","Essential","Very Important","Not Very Important","Fairly Important","Not Very Important","Fairly Important",NA,0,0
68,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"Native","Essential","Essential",NA,"Essential","Essential","Very Important","Not Important At All",NA,1,1
45,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"Native","Not Important At All","Not Important At All","Not Very Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,0,0
40,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"Native","Fairly Important","Very Important","Very Important","Not Very Important","Not Very Important","Not Very Important","Not Very Important",NA,0,0
59,"Immigrant","Very Important","Not Very Important","Essential","Not Very Important","Very Important","Not Very Important","Very Important",46,0,0
44,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"Native","Not Very Important","Fairly Important","Essential","Fairly Important","Fairly Important","Not Important At All","Not Very Important",NA,0,0
67,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"Native","Very Important","Very Important","Very Important","Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
42,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"Native","Not Important At All","Very Important","Very Important","Not Important At All","Fairly Important","Not Important At All","Not Important At All",NA,0,0
85,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"Native","Fairly Important","Fairly Important","Fairly Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
46,"Native","Not Very Important","Not Very Important","Fairly Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
36,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"Native","Fairly Important","Fairly Important","Essential","Not Important At All","Fairly Important","Not Important At All","Essential",NA,1,0
57,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"Immigrant","Not Very Important","Not Very Important","Essential","Not Very Important","Not Very Important","Not Important At All","Not Important At All",71,1,0
67,"Native","Not Very Important","Fairly Important","Very Important","Fairly Important","Not Very Important","Not Important At All","Not Important At All",NA,1,NA
74,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Native","Fairly Important","Fairly Important","Very Important","Not Very Important","Fairly Important","Not Important At All","Fairly Important",NA,0,0
77,"Immigrant",NA,NA,NA,NA,NA,NA,NA,56,NA,NA
66,"Native","Fairly Important","Fairly Important","Very Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
24,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"Native","Fairly Important","Very Important","Essential","Not Important At All","Fairly Important","Not Important At All","Fairly Important",NA,0,0
36,"Immigrant",NA,NA,NA,NA,NA,NA,NA,4,NA,NA
56,"Native","Fairly Important","Fairly Important","Very Important","Not Important At All","Fairly Important","Not Important At All","Not Important At All",NA,1,0
47,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"Native","Fairly Important","Very Important","Essential","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
68,"Native","Fairly Important","Very Important","Essential","Not Very Important","Not Very Important","Not Important At All","Not Important At All",NA,1,0
46,"Native","Very Important","Very Important","Essential","Not Very Important","Fairly Important","Not Very Important","Not Very Important",NA,0,0
19,"Immigrant","Essential","Essential","Essential","Fairly Important","Very Important","Not Very Important","Very Important",15,0,0
87,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"Native","Fairly Important","Very Important","Essential","Fairly Important","Not Important At All","Very Important","Not Important At All",NA,1,0
88,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"Immigrant",NA,NA,NA,NA,NA,NA,NA,47,NA,NA
61,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"Native","Not Very Important","Not Very Important","Fairly Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
87,"Native","Not Very Important","Fairly Important","Essential","Fairly Important","Fairly Important","Not Very Important","Fairly Important",NA,1,0
51,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"Native","Fairly Important","Fairly Important","Very Important","Fairly Important",NA,NA,"Not Important At All",NA,0,0
37,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Native","Fairly Important","Fairly Important","Essential","Not Very Important","Not Important At All","Not Very Important","Not Important At All",NA,1,0
79,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"Native","Not Very Important","Very Important","Essential","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
51,"Native","Fairly Important","Essential","Essential","Essential","Not Very Important","Not Very Important","Not Very Important",NA,1,1
81,"Native","Fairly Important","Essential","Essential","Not Very Important","Not Very Important","Not Important At All","Not Very Important",NA,1,0
44,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"Native","Fairly Important","Fairly Important","Very Important","Fairly Important","Very Important","Fairly Important","Very Important",NA,0,0
63,"Native","Not Very Important","Fairly Important","Fairly Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
40,"Native","Not Very Important","Fairly Important","Very Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
65,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"Native","Not Important At All","Not Very Important","Essential","Not Important At All","Not Important At All","Very Important","Very Important",NA,1,0
57,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"Immigrant","Fairly Important","Very Important","Essential","Not Very Important","Not Very Important","Not Very Important","Fairly Important",29,0,0
40,"Native","Not Very Important","Very Important","Essential","Not Important At All","Fairly Important","Fairly Important","Fairly Important",NA,1,0
42,"Native","Very Important","Fairly Important","Essential","Fairly Important","Fairly Important","Fairly Important","Fairly Important",NA,0,0
32,"Immigrant","Very Important","Fairly Important","Very Important","Fairly Important","Not Very Important","Not Important At All","Not Very Important",6,0,0
57,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"Native","Essential","Essential","Very Important","Very Important","Very Important","Very Important","Not Very Important",NA,0,0
76,"Native",NA,"Very Important","Fairly Important","Fairly Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
55,"Native","Fairly Important","Fairly Important","Essential","Fairly Important","Fairly Important","Not Important At All","Not Very Important",NA,1,0
60,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"Native","Very Important","Very Important","Very Important","Very Important","Very Important","Not Important At All","Fairly Important",NA,0,0
57,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"Native","Fairly Important","Not Very Important","Very Important","Not Very Important","Not Important At All","Not Important At All","Not Very Important",NA,0,0
NA,"Native","Essential","Very Important","Fairly Important","Very Important","Not Important At All","Fairly Important","Fairly Important",NA,0,0
85,"Native","Very Important","Very Important","Very Important","Very Important","Not Very Important","Not Very Important","Very Important",NA,0,0
80,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"Native","Not Very Important","Fairly Important","Very Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,0,0
40,"Native","Not Very Important","Fairly Important","Fairly Important","Not Very Important","Not Important At All","Not Very Important","Not Very Important",NA,1,0
55,"Native","Not Very Important","Fairly Important","Very Important","Not Very Important","Very Important","Not Very Important","Fairly Important",NA,0,0
80,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"Native","Very Important","Very Important","Very Important","Not Very Important","Fairly Important","Not Important At All","Not Very Important",NA,0,0
60,"Native","Not Important At All","Fairly Important","Essential","Fairly Important","Fairly Important","Not Very Important","Fairly Important",NA,1,0
40,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"Native","Fairly Important","Not Very Important","Very Important","Fairly Important","Not Very Important","Not Very Important","Not Very Important",NA,1,0
72,"Native","Not Very Important","Not Very Important","Very Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,0,0
48,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"Immigrant","Not Very Important","Fairly Important","Not Very Important","Not Very Important","Very Important","Very Important","Essential",3,1,0
25,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"Immigrant",NA,NA,NA,NA,NA,NA,NA,12,NA,NA
75,"Immigrant",NA,"Fairly Important","Not Important At All","Not Important At All","Not Important At All","Very Important","Not Important At All",42,0,0
41,"Immigrant","Not Important At All","Not Important At All","Not Very Important","Very Important","Not Important At All","Not Important At All","Not Important At All",4,0,0
37,"Native","Fairly Important","Fairly Important","Fairly Important","Not Very Important","Not Very Important","Not Important At All","Not Very Important",NA,0,0
66,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"Native","Not Very Important","Fairly Important","Essential","Fairly Important","Not Important At All","Essential","Not Important At All",NA,1,0
53,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"Immigrant",NA,NA,NA,NA,NA,NA,NA,14,NA,NA
33,"Immigrant",NA,NA,NA,NA,NA,NA,NA,23,NA,NA
26,"Native","Not Very Important","Fairly Important","Very Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,1,0
58,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"Native","Fairly Important","Fairly Important","Very Important","Fairly Important","Fairly Important","Not Very Important","Fairly Important",NA,0,0
47,"Native","Very Important","Essential","Essential","Essential","Not Important At All","Not Important At All","Very Important",NA,0,1
25,"Immigrant",NA,NA,NA,NA,NA,NA,NA,13,NA,NA
62,"Immigrant","Fairly Important","Fairly Important","Fairly Important","Fairly Important","Not Very Important","Not Important At All","Not Very Important",61,0,0
