"qkey","cancul1","crimsent","weight_w92","education","division","ideology","gender","race"
201901027629,"Punish","Too little time",0.259226543587833,"Associate's Degree","South Atlantic","Conservative","Woman","White"
201901027634,"Punish","About the right amount",0.560463313084507,"Postgraduate","Pacific","Moderate","Woman","White"
201901027650,"Accountable","Too much time",0.659219691988896,"Some College","West South Central","Moderate","Woman","Black"
201901027654,"Punish","Too little time",0.766527880029042,"College graduate","South Atlantic","Conservative","Man","White"
201901027686,"Accountable","Too little time",0.602573430128741,"Postgraduate","West South Central","Moderate","Woman","Black"
201901027694,"Punish","About the right amount",2.27475784935801,"High School Graduate","East North Central","Moderate","Woman","White"
201901027701,"Accountable","Too much time",0.402312184828318,"College graduate","South Atlantic","Very Liberal","Woman","White"
201901027723,"Punish","Too little time",0.57816974431417,"Associate's Degree","New England","Conservative","Man","White"
201901027776,"Punish","About the right amount",0.543196493272825,"Associate's Degree","Middle Atlantic","Moderate","Woman","White"
201901027880,"Accountable","Too little time",0.649832372073662,"Postgraduate","Middle Atlantic","Conservative","Woman","White"
201901027894,"Accountable","Too much time",1.25972295140852,"Some College","Pacific","Moderate","Man","Hispanic"
201901027921,"Accountable","Too much time",3.01121743983727,"Associate's Degree","West North Central","Moderate","Woman","Asian"
201901027926,"Accountable","About the right amount",0.607295122429229,"Associate's Degree","Pacific","Moderate","Woman","White"
201901027927,"Accountable","About the right amount",0.376009960269877,"College graduate","New England","Liberal","Woman","White"
201901027931,"Punish","Too much time",4.52120966885374,"Less Than High School","West South Central","Very Liberal","Woman","Black"
201901027954,"Accountable","About the right amount",1.17798062367768,"Postgraduate","Middle Atlantic","Liberal","Woman","White"
201901027980,"Accountable","Too little time",1.04552458671195,"High School Graduate","East North Central","Moderate","Woman","White"
201901027981,"Accountable","Too much time",0.312120392123671,"Postgraduate","South Atlantic","Moderate","Woman","White"
201901028033,"Accountable","About the right amount",0.405807824611129,"Associate's Degree","Middle Atlantic","Moderate","Woman","Hispanic"
201901028040,"Accountable","About the right amount",1.10881148972559,"Associate's Degree","West South Central","Moderate","Woman","White"
201901028047,"Accountable","Too much time",1.91307807421792,"Associate's Degree","West South Central","Moderate","Man","Hispanic"
201901028075,"Punish","Too little time",0.375440944481533,"Associate's Degree","West North Central","Very Conservative","Man","White"
201901028078,"Accountable","Too much time",0.686570266884039,"Postgraduate","East North Central","Liberal","Man","Asian"
201901028085,"Accountable","Too little time",1.11976841397055,"High School Graduate","East South Central","Conservative","Woman","White"
201901028096,"Accountable","Too much time",0.23242695883292,"Postgraduate","New England","Liberal","Woman","White"
201901028144,"Accountable","About the right amount",0.793903280521017,"High School Graduate","South Atlantic","Liberal","Woman","White"
201901028197,"Punish","Too little time",0.542925218816112,"Some College","South Atlantic","Conservative","Man","Other"
201901028225,"Accountable","About the right amount",0.725122517893471,"College graduate","West South Central","Very Conservative","Woman","White"
201901028242,"Punish","Too much time",0.550943321360042,"Postgraduate","East North Central","Moderate","Man","White"
201901028263,"Accountable","Too little time",0.354580498929357,"College graduate","West North Central","Very Conservative","Man","White"
201901028280,"Accountable","Too much time",0.504097239934236,"Associate's Degree","New England","Liberal","Man","White"
201901028313,"Accountable","Too much time",0.313320579855941,"Postgraduate","Mountain","Moderate","Woman","White"
201901028439,"Accountable","Too little time",0.314304215090602,"Postgraduate","West North Central","Liberal","Man","White"
201901028509,"Punish","Too little time",0.373752403383521,"Associate's Degree","Middle Atlantic","Very Conservative","Woman","White"
201901028518,"Accountable","About the right amount",3.67307872473027,"High School Graduate","West South Central","Conservative","Man","Hispanic"
201901028546,"Punish","About the right amount",0.939126906082182,"High School Graduate","Mountain","Conservative","Man","White"
201901028573,"Accountable","Too much time",0.403938204110836,"Postgraduate","Pacific","Very Liberal","Woman","White"
201901028617,"Punish","Too much time",1.41300958104415,"Some College","Mountain","Liberal","Man","White"
201901028653,"Accountable","Too much time",0.616323495786213,"College graduate","East North Central","Moderate","Man","White"
201901028681,"Accountable","Too little time",0.493316196314701,"Postgraduate","West South Central","Moderate","Man","Hispanic"
201901028721,"Accountable","Too much time",0.711411968485931,"Some College","New England","Liberal","Woman","White"
201901028747,"Punish","Too little time",7.59397707705981,"High School Graduate","New England","Moderate","Man","White"
201901028755,"Accountable","Too much time",0.863833321395476,"Some College","South Atlantic","Liberal","Woman","Black"
201901028778,"Accountable","Too little time",2.18424265859644,"Less Than High School","South Atlantic","Liberal","Man","Hispanic"
201901028801,"Accountable","Too much time",0.824398745533178,"College graduate","South Atlantic","Conservative","Woman","Hispanic"
201901028812,"Accountable","Too much time",0.709881925746726,"College graduate","Pacific","Moderate","Man","Hispanic"
201901028934,"Accountable","About the right amount",0.621750256183641,"College graduate","East North Central","Moderate","Woman","White"
201901028938,"Accountable","Too little time",1.05816349744879,"Some College","Mountain","Liberal","Woman","Hispanic"
201901028992,"Punish","Too little time",0.265666387221308,"College graduate","West North Central","Very Conservative","Man","Refused"
201901029087,"Accountable","Too little time",1.14513054469114,"Some College","East North Central","Moderate","Woman","Black"
201901029135,"Punish","Too much time",1.12847549102999,"High School Graduate","Pacific","Very Liberal","Man","White"
201901029143,"Punish","Too little time",0.570712401729182,"College graduate","Mountain","Very Conservative","Woman","White"
201901029154,"Accountable","Too much time",0.779118071551069,"Associate's Degree","East South Central","Moderate","Woman","Black"
201901029181,"Accountable","Too much time",0.660150293616394,"College graduate","West North Central","Liberal","Woman","White"
201901029224,"Punish","Too little time",0.651702996514015,"Postgraduate","New England","Conservative","Man","White"
201901029274,"Accountable","About the right amount",0.845422803084784,"Some College","East North Central","Conservative","Man","White"
201901029306,"Accountable","About the right amount",1.18231792684804,"High School Graduate","Middle Atlantic","Liberal","Woman","White"
201901029376,"Punish","About the right amount",0.186962066636222,"Postgraduate","South Atlantic","Very Conservative","Woman","White"
201901029385,"Punish","Too little time",0.645991156669539,"Some College","East North Central","Conservative","Man","White"
201901029422,"Accountable","About the right amount",0.58413164840045,"Some College","South Atlantic","Moderate","Man","Hispanic"
201901029569,"Accountable","About the right amount",0.31041816699659,"Postgraduate","East North Central","Moderate","Man","White"
201901029656,"Punish","About the right amount",2.16152237588206,"College graduate","South Atlantic","Moderate","Man","White"
201901029676,"Accountable","Too little time",1.56605732664354,"High School Graduate","New England","Moderate","Woman","White"
201901029681,"Punish","About the right amount",1.1495757315326,"College graduate","West North Central","Conservative","Man","White"
201901029683,"Punish","Too much time",0.735260884399555,"College graduate","South Atlantic","Moderate","Woman","White"
201901029695,"Accountable","About the right amount",0.80462485323615,"Postgraduate","East North Central","Moderate","Woman","White"
201901029697,"Punish","About the right amount",0.539814614923075,"College graduate","East North Central","Conservative","Woman","White"
201901029757,"Accountable","Too little time",0.631956323518516,"College graduate","West South Central","Moderate","Woman","White"
201901029789,"Punish","Too much time",1.11330319335311,"College graduate","Middle Atlantic","Moderate","Man","White"
201901029802,"Punish","Too little time",0.677564985392613,"Some College","Pacific","Moderate","Man","White"
201901029826,"Accountable","Too much time",0.393305469947975,"College graduate","East North Central","Conservative","Man","White"
201901029828,"Accountable","About the right amount",0.649173689520641,"College graduate","South Atlantic","Very Liberal","Woman","White"
201901029832,"Punish","Too little time",0.355317692645815,"College graduate","Mountain","Conservative","Man","White"
201901029905,"Punish","Too little time",1.00735319269474,"College graduate","Pacific","Conservative","Man","White"
201901029912,"Accountable","About the right amount",0.823117905782887,"Postgraduate","New England","Conservative","Woman","White"
201901029952,"Accountable","Too much time",0.559717845403487,"College graduate","West South Central","Moderate","Man","White"
201901030008,"Punish","About the right amount",4.37998191234322,"College graduate","West North Central","Conservative","Woman","White"
201901030013,"Accountable","About the right amount",0.545908615436324,"College graduate","East North Central","Very Liberal","Woman","White"
201901030088,"Accountable","Too much time",0.275046471871671,"Some College","South Atlantic","Very Liberal","Woman","Black"
201901030150,"Accountable","Too little time",2.82151422924985,"High School Graduate","Middle Atlantic","Liberal","Woman","White"
201901030154,"Punish","Too little time",0.605960685150621,"Associate's Degree","Pacific","Very Liberal","Woman","White"
201901030161,"Accountable","About the right amount",1.14504494484817,"Some College","Middle Atlantic","Liberal","Woman","Black"
201901030204,"Punish","Too little time",0.723609092771165,"Some College","Mountain","Conservative","Woman","White"
201901030358,"Accountable","About the right amount",1.46852452755233,"Some College","Middle Atlantic","Moderate","Woman","White"
201901030376,"Punish","Too much time",0.235521540228705,"College graduate","West North Central","Conservative","Man","White"
201901030431,"Punish","Too little time",0.216004764807588,"Some College","West South Central","Conservative","Man","Hispanic"
201901030435,"Accountable","Too little time",1.45733538021621,"Some College","South Atlantic","Moderate","Woman","Hispanic"
201901030456,"Accountable","Too much time",0.454863233453425,"Postgraduate","South Atlantic","Moderate","Man","White"
201901030489,"Accountable","About the right amount",8.0367089863816,"High School Graduate","Mountain","Liberal","Woman","White"
201901030503,"Accountable","About the right amount",0.354207780060212,"Postgraduate","South Atlantic","Moderate","Woman","White"
201901030524,"Punish","Too little time",0.869425936720588,"Postgraduate","East North Central","Conservative","Man","White"
201901030526,"Punish","Too little time",1.62982137148493,"Postgraduate","West South Central","Moderate","Man","White"
201901030554,"Punish","Too little time",0.587868068303188,"Associate's Degree","West South Central","Very Conservative","Woman","White"
201901030560,"Accountable","Too much time",0.529373135162976,"College graduate","Pacific","Liberal","Man","White"
201901030575,"Accountable","Too much time",0.387434699008689,"Postgraduate","East North Central","Liberal","Man","White"
201901030578,"Punish","Too little time",0.568004219015939,"Postgraduate","East North Central","Conservative","Man","White"
201901030618,"Punish","Too little time",0.350406733817312,"Postgraduate","East South Central","Very Conservative","Woman","White"
201901030679,"Accountable","Too little time",0.742242906454486,"Postgraduate","South Atlantic","Moderate","Woman","White"
201901030720,"Punish","Too little time",3.24575391548257,"High School Graduate","Middle Atlantic","Moderate","Man","White"
201901030746,"Accountable","Too little time",0.288470383568747,"Postgraduate","South Atlantic","Very Conservative","Man","White"
201901030805,"Accountable","Too little time",0.620927634600503,"Postgraduate","Pacific","Very Conservative","Woman","White"
201901030807,"Punish","Too little time",0.789104522998634,"College graduate","Middle Atlantic","Moderate","Woman","White"
201901030812,"Punish","About the right amount",0.486131407683618,"Postgraduate","Mountain","Moderate","Man","White"
201901030851,"Accountable","About the right amount",1.72146028133801,"High School Graduate","South Atlantic","Liberal","Woman","Hispanic"
201901030861,"Accountable","About the right amount",0.42093665741304,"Postgraduate","Pacific","Liberal","Woman","White"
201901030863,"Accountable","Too little time",4.50176945395059,"High School Graduate","West South Central","Liberal","Woman","Hispanic"
201901030866,"Accountable","Too little time",0.299884723689652,"College graduate","West South Central","Conservative","Man","White"
201901030882,"Accountable","About the right amount",0.474755247139625,"College graduate","East North Central","Moderate","Man","White"
201901030885,"Punish","About the right amount",0.724301696441911,"College graduate","South Atlantic","Conservative","Woman","White"
201901031063,"Punish","Too little time",0.25845174989121,"Postgraduate","South Atlantic","Very Conservative","Man","White"
201901031287,"Accountable","About the right amount",0.503671059517503,"Postgraduate","South Atlantic","Moderate","Man","White"
201901031311,"Accountable","About the right amount",2.06420193265786,"Less Than High School","East North Central","Moderate","Woman","White"
201901031344,"Punish","About the right amount",0.220530487205604,"Some College","South Atlantic","Liberal","Woman","Black"
201901031350,"Punish","Too little time",0.666573722538653,"College graduate","West North Central","Conservative","Man","White"
201901031373,"Accountable","Too much time",0.519048589259148,"College graduate","New England","Very Liberal","Man","Other"
201901031405,"Accountable","About the right amount",0.70269574574387,"Some College","East North Central","Liberal","Woman","White"
201901031471,"Punish","Too little time",0.63658066143038,"College graduate","Pacific","Very Conservative","Man","White"
201901031482,"Punish","Too little time",1.368191500305,"Associate's Degree","Middle Atlantic","Moderate","Man","White"
201901031513,"Punish","About the right amount",0.527153284300297,"College graduate","Mountain","Very Conservative","Man","Hispanic"
201901031553,"Accountable","Too much time",0.76101782932394,"High School Graduate","West South Central","Liberal","Woman","Black"
201901031595,"Punish","Too little time",0.297273926529322,"College graduate","South Atlantic","Moderate","Man","White"
201901031661,"Accountable","About the right amount",0.383454524626631,"Postgraduate","Pacific","Moderate","Man","White"
201901031667,"Punish","About the right amount",0.750677809743129,"High School Graduate","South Atlantic","Moderate","Woman","White"
201901031708,"Accountable","Too little time",0.723173551758212,"High School Graduate","East North Central","Conservative","Woman","White"
201901031743,"Accountable","Too much time",0.306968543969758,"Postgraduate","Middle Atlantic","Moderate","Man","White"
201901031758,"Accountable","About the right amount",0.525141822376981,"Some College","Mountain","Conservative","Woman","White"
201901031771,"Punish","Too much time",0.391396517786728,"College graduate","West South Central","Moderate","Woman","White"
201901031774,"Accountable","Too much time",0.848552386205618,"High School Graduate","Middle Atlantic","Conservative","Woman","White"
201901031804,"Accountable","Too much time",0.657889011137078,"Postgraduate","South Atlantic","Moderate","Man","Black"
201901031876,"Accountable","About the right amount",0.0726105910133332,"Postgraduate","South Atlantic","Moderate","Man","Hispanic"
201901032142,"Accountable","Too little time",0.162541077313894,"Less Than High School","South Atlantic","Moderate","Man","Hispanic"
201901032626,"Accountable","About the right amount",0.0982431942647112,"High School Graduate","West South Central","Moderate","Man","Hispanic"
201901032756,"Punish","About the right amount",0.00449135121991583,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic"
201901032821,"Accountable","Too much time",0.129555640163331,"Some College","Pacific","Liberal","Woman","Hispanic"
201901032948,"Punish","About the right amount",0.0965403603510591,"Associate's Degree","South Atlantic","Very Liberal","Man","Hispanic"
201901033067,"Punish","About the right amount",0.0722950896762095,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201901033313,"Accountable","About the right amount",0.101418033512985,"Associate's Degree","South Atlantic","Conservative","Man","Hispanic"
201901034187,"Accountable","Too little time",0.0846554801259595,"Less Than High School","South Atlantic","Moderate","Man","Black"
201901034533,"Accountable","About the right amount",0.102986346858714,"Some College","Middle Atlantic","Very Liberal","Woman","Hispanic"
201901034658,"Accountable","About the right amount",0.702268714494018,"Less Than High School","Middle Atlantic","Conservative","Man","Hispanic"
201901034683,"Accountable","About the right amount",0.0289010732479925,"College graduate","South Atlantic","Moderate","Woman","Hispanic"
201901034833,"Accountable","Too little time",0.0748240671092432,"College graduate","South Atlantic","Moderate","Woman","Hispanic"
201901035302,"Accountable","About the right amount",0.155240144644513,"Postgraduate","Middle Atlantic","Moderate","Man","Hispanic"
201901035395,"Accountable","About the right amount",0.107783428963874,"Less Than High School","South Atlantic","Very Conservative","Woman","Hispanic"
201901035499,"Punish","About the right amount",0.0660396284775111,"Some College","South Atlantic","Moderate","Woman","Hispanic"
201901035767,"Punish","About the right amount",0.00449135121991583,"Associate's Degree","Middle Atlantic","Moderate","Woman","Hispanic"
201901035842,"Punish","Too little time",0.00449135121991583,"Postgraduate","South Atlantic","Conservative","Woman","Hispanic"
201901036181,"Punish","Too little time",0.0929752770496246,"Postgraduate","Pacific","Very Liberal","Man","Hispanic"
201901036312,"Accountable","Too little time",0.0881748372500268,"Associate's Degree","South Atlantic","Moderate","Woman","Hispanic"
201901036379,"Accountable","Too little time",0.0655175159753891,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic"
201901036461,"Punish","Too much time",0.00449135121991583,"College graduate","South Atlantic","Moderate","Woman","Hispanic"
201901036471,"Accountable","About the right amount",0.488231820260065,"Some College","South Atlantic","Conservative","Woman","Hispanic"
201901036548,"Accountable","Too little time",0.122772073013633,"Postgraduate","South Atlantic","Very Conservative","Man","Hispanic"
201901036647,"Punish","About the right amount",0.197872277402959,"Some College","South Atlantic","Very Conservative","Man","Hispanic"
201901036659,"Accountable","Too little time",0.0807999026002223,"College graduate","South Atlantic","Moderate","Woman","Hispanic"
201901036798,"Accountable","About the right amount",0.00449135121991583,"Associate's Degree","Middle Atlantic","Conservative","Woman","Hispanic"
201901036881,"Accountable","About the right amount",0.0741676803069798,"Some College","South Atlantic","Moderate","Woman","Hispanic"
201901037170,"Accountable","Too little time",0.0723919001268227,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201901037189,"Accountable","About the right amount",0.0678898128085844,"College graduate","South Atlantic","Conservative","Man","Hispanic"
201901037214,"Accountable","Too little time",0.067986415948265,"Associate's Degree","West South Central","Moderate","Woman","Hispanic"
201901037258,"Accountable","Too little time",0.0725271937078039,"High School Graduate","Middle Atlantic","Moderate","Man","Hispanic"
201901037448,"Accountable","About the right amount",0.0673804756842877,"College graduate","West South Central","Conservative","Man","Hispanic"
201901037580,"Accountable","Too little time",0.0794816879836069,"College graduate","South Atlantic","Liberal","Man","Hispanic"
201901037593,"Accountable","Too little time",0.16654715292583,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201901037940,"Accountable","About the right amount",0.0933030554649605,"Less Than High School","Middle Atlantic","Very Conservative","Woman","Hispanic"
201901038029,"Accountable","About the right amount",0.171038025379717,"Postgraduate","South Atlantic","Conservative","Man","Hispanic"
201901038081,"Punish","About the right amount",0.0805309776906694,"Less Than High School","Pacific","Moderate","Man","Other"
201901038284,"Accountable","Too little time",0.0960224163404158,"Associate's Degree","South Atlantic","Moderate","Woman","Hispanic"
201901038354,"Accountable","Too little time",0.23963998935863,"High School Graduate","South Atlantic","Moderate","Woman","Hispanic"
201901038458,"Accountable","About the right amount",0.00449135121991583,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic"
201901039222,"Accountable","About the right amount",0.0948706868894316,"Postgraduate","South Atlantic","Conservative","Woman","Hispanic"
201901039253,"Accountable","About the right amount",0.0732566975541693,"College graduate","Middle Atlantic","Moderate","Man","Hispanic"
201901039319,"Accountable","Too little time",0.0762910575448829,"Some College","Mountain","Very Liberal","Woman","Hispanic"
201901039387,"Punish","About the right amount",0.0788202269075603,"College graduate","Middle Atlantic","Moderate","Woman","Hispanic"
201901039579,"Accountable","About the right amount",0.00449135121991583,"Some College","South Atlantic","Moderate","Woman","Hispanic"
201901039731,"Punish","About the right amount",0.955427466307085,"Associate's Degree","South Atlantic","Moderate","Man","Hispanic"
201901039764,"Accountable","About the right amount",0.0736571108061704,"Some College","South Atlantic","Moderate","Man","Hispanic"
201901039835,"Accountable","About the right amount",0.305224533992492,"High School Graduate","South Atlantic","Moderate","Man","Hispanic"
201901039870,"Accountable","About the right amount",0.118543693856475,"College graduate","South Atlantic","Liberal","Woman","Hispanic"
201901039943,"Accountable","Too much time",0.00449135121991583,"College graduate","South Atlantic","Liberal","Man","Other"
201901039995,"Punish","About the right amount",0.00449135121991583,"Some College","Mountain","Very Liberal","Woman","Hispanic"
201901040108,"Accountable","Too much time",0.133261561104801,"Less Than High School","Middle Atlantic","Moderate","Man","Hispanic"
201901040458,"Accountable","Too little time",0.178187919143688,"Postgraduate","South Atlantic","Moderate","Man","Hispanic"
201901040577,"Accountable","About the right amount",0.0581946746820148,"Postgraduate","South Atlantic","Moderate","Man","Hispanic"
201901040705,"Accountable","Too little time",0.249751182854353,"College graduate","South Atlantic","Conservative","Man","Hispanic"
201901040911,"Accountable","About the right amount",0.0786399243852364,"Postgraduate","South Atlantic","Moderate","Man","Hispanic"
201901041188,"Accountable","About the right amount",0.00449135121991583,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201901041356,"Accountable","Too much time",0.0730419975432721,"Postgraduate","South Atlantic","Moderate","Man","Hispanic"
201901041630,"Punish","About the right amount",0.0684150507118792,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201901041704,"Accountable","Too much time",0.0846290981395635,"Some College","South Atlantic","Very Liberal","Man","Hispanic"
201901041842,"Punish","About the right amount",0.0710846732306398,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic"
201901041890,"Accountable","About the right amount",0.00449135121991583,"Associate's Degree","South Atlantic","Conservative","Woman","Hispanic"
201901041958,"Accountable","Too much time",0.0859570916357921,"High School Graduate","South Atlantic","Very Liberal","Woman","Hispanic"
201901041969,"Accountable","Too little time",0.267838450694802,"Less Than High School","South Atlantic","Moderate","Man","Hispanic"
201901042283,"Accountable","About the right amount",0.250594806460971,"Less Than High School","South Atlantic","Moderate","Woman","Hispanic"
201901042456,"Accountable","Too much time",0.0826667026787656,"Postgraduate","South Atlantic","Liberal","Woman","Hispanic"
201901042474,"Accountable","About the right amount",0.00449135121991583,"College graduate","South Atlantic","Very Conservative","Woman","Hispanic"
201901042541,"Accountable","About the right amount",0.112870844314765,"Postgraduate","South Atlantic","Moderate","Man","Hispanic"
201901042590,"Punish","Too much time",0.263314835477535,"College graduate","Pacific","Moderate","Man","Hispanic"
201901043047,"Accountable","Too little time",0.137229620203767,"College graduate","Pacific","Moderate","Woman","Hispanic"
201901043339,"Accountable","About the right amount",0.0765439287520318,"Associate's Degree","South Atlantic","Moderate","Woman","Hispanic"
201901043500,"Accountable","Too little time",0.0694603726513578,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201901043552,"Punish","About the right amount",0.066409315264649,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201901043570,"Punish","Too much time",0.142646636203701,"College graduate","Pacific","Liberal","Man","Hispanic"
201901043600,"Punish","About the right amount",0.00449135121991583,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic"
201901043799,"Accountable","About the right amount",0.00449135121991583,"College graduate","South Atlantic","Conservative","Woman","Hispanic"
201901043803,"Accountable","Too little time",0.0982398004056168,"Associate's Degree","South Atlantic","Moderate","Man","Hispanic"
201901043880,"Accountable","Too little time",0.108214007381017,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic"
201901043955,"Accountable","Too little time",0.00449135121991583,"College graduate","South Atlantic","Liberal","Woman","Hispanic"
201901044092,"Punish","About the right amount",0.163111311386855,"High School Graduate","South Atlantic","Conservative","Man","Hispanic"
201901044186,"Accountable","About the right amount",0.0744775469438444,"College graduate","South Atlantic","Conservative","Man","Hispanic"
201901044309,"Accountable","About the right amount",0.194569468652951,"Postgraduate","South Atlantic","Conservative","Woman","Hispanic"
201901044471,"Punish","About the right amount",0.0679344989450619,"College graduate","South Atlantic","Moderate","Woman","Hispanic"
201901044503,"Accountable","About the right amount",0.00449135121991583,"Some College","South Atlantic","Moderate","Woman","Hispanic"
201901044539,"Accountable","Too much time",5.57323840306315,"High School Graduate","South Atlantic","Very Conservative","Woman","Hispanic"
201901044635,"Accountable","About the right amount",0.00449135121991583,"College graduate","South Atlantic","Conservative","Man","Hispanic"
201901044729,"Accountable","About the right amount",0.00449135121991583,"Postgraduate","South Atlantic","Very Liberal","Woman","Hispanic"
201901045218,"Accountable","About the right amount",0.273849918830541,"College graduate","Middle Atlantic","Moderate","Man","Hispanic"
201901045283,"Accountable","About the right amount",0.0658641027532789,"College graduate","South Atlantic","Very Liberal","Woman","Hispanic"
201901045307,"Accountable","Too much time",0.181790391018632,"Some College","South Atlantic","Moderate","Woman","Hispanic"
201901045327,"Accountable","About the right amount",0.128427185810977,"Some College","South Atlantic","Moderate","Woman","Hispanic"
201901045412,"Punish","Too little time",0.0730013107703684,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201901045472,"Accountable","About the right amount",0.0708359823561089,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic"
201901045560,"Punish","About the right amount",0.0832020235113312,"Some College","Mountain","Conservative","Woman","Hispanic"
201901045623,"Punish","Too little time",0.197730043228206,"Less Than High School","Pacific","Conservative","Woman","Hispanic"
201901045646,"Accountable","Too much time",0.0606844216503753,"College graduate","Mountain","Liberal","Man","Hispanic"
201901045787,"Punish","About the right amount",0.219391717530329,"College graduate","South Atlantic","Liberal","Man","Hispanic"
201901046055,"Accountable","Too much time",0.164880525228655,"High School Graduate","East North Central","Liberal","Man","White"
201901046073,"Punish","Too little time",0.246685004041958,"College graduate","South Atlantic","Conservative","Woman","Hispanic"
201901046138,"Accountable","About the right amount",0.0911001873565767,"Some College","Pacific","Liberal","Woman","Hispanic"
201901046197,"Punish","Too much time",0.0763858572994598,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201901046692,"Accountable","About the right amount",0.545685545883981,"College graduate","South Atlantic","Conservative","Man","Hispanic"
201901046722,"Accountable","About the right amount",0.00449135121991583,"College graduate","Middle Atlantic","Moderate","Man","Hispanic"
201901046953,"Punish","About the right amount",0.00449135121991583,"Postgraduate","South Atlantic","Conservative","Man","Hispanic"
201901046972,"Accountable","About the right amount",0.086383193082913,"Associate's Degree","Middle Atlantic","Liberal","Man","Hispanic"
201901047020,"Accountable","About the right amount",0.080796461571562,"Postgraduate","South Atlantic","Moderate","Man","Hispanic"
201901047206,"Accountable","About the right amount",0.0983122202291615,"Less Than High School","Pacific","Moderate","Woman","Hispanic"
201901047242,"Accountable","About the right amount",0.0751380867942071,"College graduate","South Atlantic","Moderate","Woman","Hispanic"
201901047315,"Accountable","About the right amount",0.00449135121991583,"Associate's Degree","South Atlantic","Conservative","Man","Hispanic"
201901047357,"Punish","Too little time",0.085909280902752,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201901047410,"Punish","About the right amount",0.172687925405739,"Some College","West South Central","Liberal","Man","Hispanic"
201901047426,"Punish","Too little time",0.169508941956575,"College graduate","South Atlantic","Conservative","Man","Hispanic"
201901047471,"Punish","About the right amount",0.0670537593801127,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic"
201901048166,"Accountable","Too much time",0.147770772421886,"Some College","New England","Moderate","Woman","Hispanic"
201901048285,"Accountable","Too little time",0.0698815870739246,"Some College","South Atlantic","Conservative","Woman","Hispanic"
201901048814,"Accountable","About the right amount",0.0912303937070491,"Some College","South Atlantic","Conservative","Man","Hispanic"
201901049311,"Accountable","About the right amount",0.0829170214482512,"Less Than High School","Mountain","Moderate","Woman","Hispanic"
201901049400,"Accountable","Too much time",0.116525473739492,"Some College","South Atlantic","Liberal","Man","Hispanic"
201901049430,"Accountable","Too much time",0.00449135121991583,"Postgraduate","South Atlantic","Liberal","Man","Hispanic"
201901049460,"Accountable","Too much time",0.158843204607863,"Associate's Degree","South Atlantic","Moderate","Woman","Hispanic"
201901049492,"Accountable","About the right amount",0.0693248782887522,"Postgraduate","South Atlantic","Moderate","Man","Hispanic"
201901049801,"Accountable","Too much time",0.0696496921402394,"Associate's Degree","South Atlantic","Moderate","Woman","Hispanic"
201901049846,"Accountable","Too much time",0.0747879465887165,"Postgraduate","South Atlantic","Conservative","Man","Hispanic"
201901049869,"Accountable","Too little time",0.0914401015478101,"Some College","South Atlantic","Moderate","Man","Hispanic"
201901049879,"Punish","Too much time",0.12506886321903,"High School Graduate","South Atlantic","Liberal","Man","Hispanic"
201901049958,"Accountable","About the right amount",0.0739686399042138,"Less Than High School","Mountain","Moderate","Man","Hispanic"
201901050020,"Accountable","About the right amount",0.186758272848362,"Associate's Degree","South Atlantic","Moderate","Woman","White"
201901050176,"Punish","About the right amount",0.00449135121991583,"College graduate","Middle Atlantic","Liberal","Man","White"
201901050202,"Accountable","Too much time",0.063671265869529,"Some College","South Atlantic","Liberal","Woman","Hispanic"
201901050254,"Punish","Too much time",0.0880331397115681,"Less Than High School","South Atlantic","Moderate","Man","Hispanic"
201901050412,"Punish","Too much time",0.445040893043861,"Associate's Degree","South Atlantic","Moderate","Man","Hispanic"
201901050425,"Punish","About the right amount",0.078882473247037,"Associate's Degree","West South Central","Moderate","Woman","White"
201901050467,"Punish","About the right amount",0.139866065641881,"High School Graduate","South Atlantic","Moderate","Man","Hispanic"
201901050943,"Accountable","Too much time",0.168977347490543,"College graduate","South Atlantic","Very Liberal","Woman","Hispanic"
201901050954,"Accountable","About the right amount",0.0885525888704498,"Associate's Degree","South Atlantic","Moderate","Woman","Hispanic"
201901051194,"Accountable","About the right amount",0.00449135121991583,"Postgraduate","South Atlantic","Conservative","Woman","Hispanic"
201901051229,"Punish","Too much time",0.142155327209295,"Less Than High School","Middle Atlantic","Very Liberal","Other","Refused"
201901051271,"Punish","About the right amount",0.228631265411825,"College graduate","South Atlantic","Moderate","Woman","Hispanic"
201901051461,"Accountable","About the right amount",0.465268535732376,"Less Than High School","South Atlantic","Moderate","Woman","Hispanic"
