"id","childs","age","agekdbrn","educ","class","memnum","racehisp","geography","religion","place","female","degree","agekdbrn_30plus"
2202,1,50,27,17,"Working class",4,"White","Rural","Protestant","Midwest","Yes","Grad/Prof Degree",0
2203,8,35,18,9,"Working class",0,"White","Rural","None","Midwest","Yes","Less Than HS",0
2204,2,35,24,16,"Middle class",2,"White","Rural","Protestant","Midwest","No","College Degree",0
2208,0,28,NA,12,"Working class",0,"White","Rural","None","Midwest","No","HS Diploma",NA
2209,4,70,27,16,"Working class",0,"White","Rural","Protestant","Midwest","No","College Degree",0
2210,5,70,16,9,"Working class",0,"White","Rural","Protestant","Midwest","Yes","Less Than HS",0
2210,4,43,NA,9,"Working class",1,"White","Smaller city","Protestant","West","Yes","Less Than HS",NA
2211,2,39,26,16,"Middle class",7,"White","Rural","Protestant","Midwest","Yes","College Degree",0
2212,1,83,35,13,"Middle class",4,"White","Rural","Protestant","Midwest","No","Some College",1
2213,2,54,19,11,"Working class",1,"White","Rural","Protestant","Midwest","No","Less Than HS",0
2213,3,72,NA,12,"Middle class",5,"White","Suburb","Protestant","West","No","HS Diploma",NA
2217,5,25,16,13,"Working class",1,"White","Rural","Protestant","Midwest","Yes","Some College",0
2218,1,39,NA,12,"Middle class",1,"White","Suburb","Protestant","West","Yes","HS Diploma",NA
2220,4,54,NA,12,"Working class",3,"White","Suburb","Catholic","West","No","HS Diploma",NA
2220,1,55,28,9,"Lower class",0,"White","Rural","Protestant","Midwest","Yes","Less Than HS",0
2223,2,59,24,12,"Working class",2,"White","Rural","Protestant","Midwest","No","HS Diploma",0
2224,3,54,22,12,"Working class",1,"White","Rural","None","Midwest","Yes","HS Diploma",0
2226,3,74,21,12,"Working class",0,"White","Rural","Protestant","Midwest","Yes","HS Diploma",0
2227,0,43,NA,6,"Lower class",0,"White","Rural","Protestant","Midwest","No","Less Than HS",NA
2228,2,62,18,12,"Working class",0,"White","Rural","Protestant","Midwest","Yes","HS Diploma",0
2233,2,58,24,16,"Working class",2,"White","Rural","Protestant","Midwest","Yes","College Degree",0
2235,0,32,NA,17,"Working class",2,"White","Smaller city","Protestant","West","No","Grad/Prof Degree",NA
2236,4,54,28,12,"Working class",6,"White","Rural","Protestant","Midwest","No","HS Diploma",0
2236,2,42,NA,16,"Middle class",9,"White","Smaller city","Protestant","West","No","College Degree",NA
2237,5,41,21,11,"Middle class",0,"White","Rural","Protestant","Midwest","Yes","Less Than HS",0
2238,3,49,41,14,"Working class",3,"White","Rural","Protestant","Midwest","No","Some College",1
2239,4,30,17,12,"Working class",0,"White","Rural","Other","Midwest","Yes","HS Diploma",0
2240,2,60,25,12,"Middle class",2,"White","Rural","Protestant","Midwest","No","HS Diploma",0
2241,2,26,23,8,"Working class",0,"White","Rural","Protestant","Midwest","No","Less Than HS",0
2242,1,31,19,13,"Working class",4,"White","Rural","Protestant","Midwest","Yes","Some College",0
2251,0,45,NA,11,"Working class",0,"White","Rural","Catholic","Midwest","No","Less Than HS",NA
2252,4,75,18,20,"Working class",5,"White","Rural","Protestant","Midwest","Yes","Grad/Prof Degree",0
2256,3,62,19,12,"Middle class",2,"White","Rural","Protestant","Midwest","Yes","HS Diploma",0
2257,2,43,NA,16,"Lower class",3,"Other","Smaller city","Protestant","West","Yes","College Degree",NA
2257,6,71,21,12,"Middle class",1,"White","Rural","Catholic","Midwest","No","HS Diploma",0
2259,1,51,31,15,"Working class",3,"White","Rural","Other","Midwest","Yes","Some College",1
2259,4,62,NA,16,"Middle class",1,"White","Smaller city","Catholic","West","Yes","College Degree",NA
2260,3,52,24,15,"Middle class",4,"White","Rural","Catholic","Midwest","Yes","Some College",0
2261,8,71,20,4,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
2263,3,65,21,7,"Lower class",1,"White","Smaller city","None","Southeast","No","Less Than HS",0
2265,1,52,22,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2267,1,61,32,9,"Lower class",0,"White","Smaller city","Eastern","Southeast","No","Less Than HS",1
2268,4,57,17,10,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
2269,1,44,27,15,"Middle class",6,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
2271,1,25,21,14,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
2272,5,37,20,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","HS Diploma",0
2275,1,48,32,12,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",1
2276,0,45,NA,12,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
2277,1,35,NA,12,"Working class",0,"White","Smaller city","Other","West","Yes","HS Diploma",NA
2277,2,47,20,18,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
2278,0,32,NA,12,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
2279,1,19,19,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2279,0,48,NA,18,"Middle class",0,"White","Smaller city","Protestant","West","Yes","Grad/Prof Degree",NA
2283,0,28,NA,14,"Working class",2,"White","Smaller city","Protestant","Southeast","No","Some College",NA
2284,4,81,NA,8,"Working class",1,"White","Smaller city","Catholic","Northeast","Yes","Less Than HS",NA
2284,2,67,33,14,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","Some College",1
2285,0,21,NA,12,"Lower class",0,"White","Smaller city","Catholic","Northeast","Yes","HS Diploma",NA
2285,2,66,21,12,"Middle class",4,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2286,0,40,NA,12,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
2290,1,40,29,14,"Working class",6,"Black","Suburb","Protestant","Southeast","Yes","Some College",0
2291,1,28,27,15,"Working class",0,"White","Suburb","None","Southeast","Yes","Some College",0
2292,1,34,31,14,"Working class",0,"White","Suburb","Protestant","Southeast","Yes","Some College",1
2294,2,53,NA,10,"Middle class",1,"White","Smaller city","Catholic","Northeast","No","Less Than HS",NA
2295,0,37,NA,20,"Middle class",4,"White","Rural","Protestant","Southeast","Yes","Grad/Prof Degree",NA
2296,2,46,25,13,"Middle class",1,"White","Rural","Protestant","Southeast","Yes","Some College",0
2298,1,55,23,10,"Working class",0,"White","Rural","Protestant","Southeast","No","Less Than HS",0
2299,4,57,NA,14,"Middle class",3,"White","Smaller city","Protestant","Northeast","Yes","Some College",NA
2300,2,34,23,12,"Working class",1,"White","Rural","Protestant","Southeast","No","HS Diploma",0
2302,2,33,28,18,"Middle class",4,"White","Rural","Protestant","Southeast","No","Grad/Prof Degree",0
2303,2,35,30,17,"Middle class",5,"White","Rural","Protestant","Southeast","Yes","Grad/Prof Degree",1
2306,2,60,31,19,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",1
2310,2,53,26,16,"Working class",5,"White","Smaller city","Protestant","Southeast","No","College Degree",0
2310,3,39,NA,12,"Working class",3,"White","Smaller city","Catholic","Northeast","Yes","HS Diploma",NA
2312,1,50,34,12,"Working class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",1
2313,2,45,16,9,"Lower class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
2316,0,51,NA,12,"Working class",0,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
2316,2,44,NA,13,"Working class",2,"White","Smaller city","Catholic","Northeast","No","Some College",NA
2320,0,25,NA,13,"Middle class",2,"Hispanic","Smaller city","Protestant","Southeast","No","Some College",NA
2323,1,73,23,8,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
2324,4,40,NA,12,"Working class",4,"White","Smaller city","Protestant","Northeast","No","HS Diploma",NA
2326,2,28,22,16,"Working class",0,"White","Suburb","Protestant","Southeast","No","College Degree",0
2327,2,41,31,12,"Working class",0,"White","Suburb","Protestant","Southeast","No","HS Diploma",1
2329,0,27,NA,12,"Working class",0,"White","Smaller city","Protestant","Northeast","Yes","HS Diploma",NA
2331,2,61,26,14,"Working class",0,"White","Suburb","Protestant","Southeast","No","Some College",0
2332,4,57,22,12,"Lower class",0,"White","Suburb","Other","Southeast","Yes","HS Diploma",0
2334,3,47,27,14,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
2335,4,44,28,14,"Working class",0,"White","Smaller city","Catholic","Southeast","No","Some College",0
2338,2,65,NA,8,"Middle class",1,"White","Smaller city","Protestant","Northeast","No","Less Than HS",NA
2338,2,21,19,14,"Working class",1,"White","Smaller city","Protestant","Southeast","No","Some College",0
2339,2,51,26,16,"Upper class",1,"White","Smaller city","Protestant","Southeast","No","College Degree",0
2341,3,42,21,16,"Working class",3,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
2342,1,41,25,12,"Working class",3,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2343,1,48,25,12,"Middle class",2,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2343,3,69,NA,10,"Middle class",3,"White","Smaller city","Protestant","Northeast","No","Less Than HS",NA
2344,2,69,25,20,"Middle class",7,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
2346,3,60,21,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2347,0,76,NA,16,"Middle class",4,"White","Smaller city","Protestant","Northeast","No","College Degree",NA
2348,2,56,27,17,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
2349,0,46,NA,12,"Working class",0,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
2352,2,33,21,11,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
2353,5,63,NA,12,"Middle class",3,"White","Smaller city","Catholic","Northeast","Yes","HS Diploma",NA
2355,2,56,NA,12,"Working class",2,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
2355,3,65,20,8,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
2359,4,54,18,8,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
2361,3,38,23,7,"Working class",0,"Hispanic","Rural","Catholic","Southeast","No","Less Than HS",0
2363,0,31,NA,18,"Middle class",7,"White","Smaller city","Protestant","Midwest","No","Grad/Prof Degree",NA
2364,1,45,30,12,"Working class",0,"White","Rural","Protestant","Southeast","Yes","HS Diploma",1
2365,3,71,19,12,"Working class",1,"White","Rural","Catholic","Southeast","Yes","HS Diploma",0
2368,2,36,NA,12,"Middle class",1,"White","Smaller city","Protestant","Midwest","No","HS Diploma",NA
2369,0,27,NA,14,"Middle class",3,"White","Smaller city","Protestant","Midwest","No","Some College",NA
2369,1,42,38,16,"Middle class",5,"White","Rural","Protestant","Southeast","Yes","College Degree",1
2371,2,30,23,16,"Middle class",4,"Hispanic","Rural","Catholic","Southeast","Yes","College Degree",0
2373,4,63,NA,12,"Middle class",0,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
2374,5,59,18,12,"Middle class",0,"White","Rural","Protestant","Southeast","Yes","HS Diploma",0
2375,2,43,28,16,"Working class",0,"White","Rural","Protestant","Southeast","No","College Degree",0
2376,2,40,30,15,"Middle class",3,"White","Rural","Protestant","Southeast","No","Some College",1
2377,0,37,NA,13,"Working class",0,"White","Smaller city","Protestant","Midwest","No","Some College",NA
2378,3,48,17,14,"Middle class",1,"Black","Rural","Protestant","Southeast","Yes","Some College",0
2379,2,51,29,12,"Middle class",0,"White","Rural","Catholic","Southeast","Yes","HS Diploma",0
2382,2,25,19,13,"Working class",0,"White","Rural","Protestant","Southeast","Yes","Some College",0
2384,4,57,NA,11,"Working class",2,"White","Smaller city","Protestant","Midwest","Yes","Less Than HS",NA
2384,4,28,18,11,"Lower class",0,"White","Rural","Protestant","Southeast","Yes","Less Than HS",0
2385,6,60,24,12,"Working class",0,"White","Rural","Protestant","Southeast","No","HS Diploma",0
2385,0,59,NA,12,"Working class",1,"White","Smaller city","Jewish","Midwest","No","HS Diploma",NA
2386,3,74,20,12,"Working class",0,"White","Rural","Protestant","Southeast","No","HS Diploma",0
2392,3,86,26,12,"Working class",0,"White","Rural","Protestant","Southeast","Yes","HS Diploma",0
2393,0,25,NA,12,"Working class",0,"White","Rural","Protestant","Southeast","No","HS Diploma",NA
2396,4,71,NA,12,"Middle class",3,"White","Smaller city","Protestant","Midwest","No","HS Diploma",NA
2397,3,56,21,13,"Working class",1,"White","Rural","Protestant","Southeast","Yes","Some College",0
2398,2,43,22,16,"Working class",0,"White","Rural","Protestant","Southeast","Yes","College Degree",0
2400,0,29,NA,18,"Middle class",2,"White","Smaller city","None","Midwest","Yes","Grad/Prof Degree",NA
2400,3,31,20,13,"Working class",0,"Black","Rural","Protestant","Southeast","Yes","Some College",0
2402,0,60,NA,12,"Working class",1,"Black","Rural","None","Southeast","No","HS Diploma",NA
2403,0,24,NA,13,"Working class",0,"Black","Rural","Protestant","Southeast","No","Some College",NA
2404,2,42,NA,16,"Working class",1,"White","Smaller city","None","Midwest","Yes","College Degree",NA
2407,3,40,23,16,"Middle class",0,"White","Rural","Protestant","Southeast","No","College Degree",0
2409,2,69,26,16,"Middle class",7,"White","Rural","Protestant","Southeast","No","College Degree",0
2410,4,83,29,9,"Working class",2,"White","Rural","Protestant","Southeast","No","Less Than HS",0
2412,2,33,28,13,"Middle class",0,"White","Rural","Protestant","Southeast","No","Some College",0
2413,1,41,18,8,"Working class",0,"White","Rural","Protestant","Southeast","Yes","Less Than HS",0
2414,2,34,NA,12,"Working class",0,"White","Smaller city","None","Midwest","Yes","HS Diploma",NA
2415,4,42,22,13,"Middle class",0,"White","Rural","Protestant","Southeast","Yes","Some College",0
2417,3,32,19,12,"Working class",2,"Black","Rural","Protestant","Southeast","Yes","HS Diploma",0
2418,1,22,19,14,"Middle class",2,"Black","Rural","Protestant","Southeast","Yes","Some College",0
2420,0,25,NA,16,"Working class",2,"White","Smaller city","Catholic","Midwest","No","College Degree",NA
2423,2,67,21,14,"Middle class",0,"White","Rural","Protestant","Southeast","Yes","Some College",0
2424,1,54,27,12,"Working class",0,"White","Rural","Protestant","Southeast","Yes","HS Diploma",0
2427,2,60,25,15,"Working class",1,"White","Rural","Protestant","Southeast","No","Some College",0
2429,1,42,NA,13,"Middle class",5,"White","Rural","Protestant","Midwest","Yes","Some College",NA
2431,1,49,12,12,"Lower class",1,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2432,1,21,18,15,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Some College",0
2433,0,56,NA,6,"Lower class",1,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",NA
2434,0,24,NA,12,"Working class",0,"White","Rural","Catholic","Midwest","No","HS Diploma",NA
2435,3,46,21,15,"Middle class",1,"Black","Smaller city","Protestant","Southeast","Yes","Some College",0
2436,2,34,NA,15,"Working class",1,"White","Rural","None","Midwest","No","Some College",NA
2437,2,42,29,13,"Working class",0,"Black","Smaller city","Protestant","Southeast","No","Some College",0
2439,1,35,23,14,"Lower class",0,"Black","Smaller city","Protestant","Southeast","Yes","Some College",0
2441,5,56,20,6,"Working class",1,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
2442,3,28,20,12,"Working class",13,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2443,2,28,20,20,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
2444,0,35,NA,14,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
2445,2,24,NA,13,"Working class",1,"White","Rural","Protestant","Midwest","Yes","Some College",NA
2445,1,40,22,12,"Working class",0,"Black","Smaller city","Protestant","Southeast","No","HS Diploma",0
2449,2,46,20,10,"Working class",0,"Black","Smaller city","None","Southeast","No","Less Than HS",0
2449,3,30,NA,14,"Working class",1,"White","Rural","Catholic","Midwest","Yes","Some College",NA
2451,2,47,19,9,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
2452,3,48,17,13,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","Some College",0
2454,3,65,25,18,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",0
2455,3,56,27,16,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
2455,2,73,NA,9,"Working class",3,"White","Smaller city","Protestant","Midwest","No","Less Than HS",NA
2457,1,35,25,14,"Working class",0,"Black","Smaller city","Protestant","Southeast","No","Some College",0
2458,4,33,15,11,"Middle class",0,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
2460,2,23,16,10,"Lower class",0,"Black","Smaller city","None","Southeast","Yes","Less Than HS",0
2461,3,49,16,19,"Middle class",0,"Black","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
2462,4,54,26,17,"Middle class",0,"White","Smaller city","Catholic","Southeast","No","Grad/Prof Degree",0
2463,1,50,30,20,"Middle class",0,"White","Smaller city","Catholic","Southeast","Yes","Grad/Prof Degree",1
2466,0,33,NA,14,"Middle class",0,"White","Smaller city","Catholic","Southeast","Yes","Some College",NA
2466,2,44,NA,10,"Middle class",2,"White","Smaller city","Protestant","Midwest","No","Less Than HS",NA
2467,3,64,28,14,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","Some College",0
2470,2,26,21,14,"Working class",0,"White","Rural","Protestant","Southeast","Yes","Some College",0
2472,2,62,NA,12,"Middle class",1,"White","Rural","Protestant","Midwest","Yes","HS Diploma",NA
2475,2,48,NA,12,"Working class",2,"White","Rural","Protestant","Midwest","Yes","HS Diploma",NA
2477,2,64,16,10,"Working class",1,"Black","Rural","Protestant","Southeast","Yes","Less Than HS",0
2478,3,63,NA,12,"Middle class",1,"White","Rural","Protestant","Midwest","Yes","HS Diploma",NA
2478,1,50,46,12,"Middle class",1,"Black","Rural","Protestant","Southeast","No","HS Diploma",1
2479,3,37,18,11,"Working class",1,"Black","Rural","None","Southeast","No","Less Than HS",0
2481,0,52,NA,12,"Working class",3,"Black","Rural","Protestant","Southeast","Yes","HS Diploma",NA
2483,3,24,20,12,"Working class",0,"Black","Rural","Protestant","Southeast","Yes","HS Diploma",0
2486,0,39,NA,12,"Lower class",1,"White","Rural","Catholic","Southeast","Yes","HS Diploma",NA
2487,3,60,21,13,"Middle class",0,"White","Rural","Protestant","Southeast","Yes","Some College",0
2487,4,68,NA,12,"Middle class",4,"White","Rural","Catholic","Midwest","No","HS Diploma",NA
2490,3,32,NA,9,"Working class",0,"White","Rural","Protestant","Midwest","Yes","Less Than HS",NA
2490,2,47,21,15,"Middle class",0,"White","Rural","Protestant","Southeast","Yes","Some College",0
2491,1,71,18,9,"Working class",0,"White","Rural","Protestant","Southeast","Yes","Less Than HS",0
2493,2,88,21,9,"Working class",0,"White","Rural","Protestant","Southeast","No","Less Than HS",0
2494,1,25,NA,12,"Working class",0,"White","Smaller city","Catholic","Midwest","No","HS Diploma",NA
2497,1,37,28,14,"Working class",1,"White","Rural","None","Southeast","No","Some College",0
2498,5,61,21,12,"Lower class",0,"Black","Rural","Other","Southeast","Yes","HS Diploma",0
2499,2,69,21,12,"Working class",3,"Black","Rural","Protestant","Southeast","Yes","HS Diploma",0
2500,1,30,NA,18,"Middle class",1,"White","Smaller city","Protestant","Midwest","Yes","Grad/Prof Degree",NA
2500,1,65,33,12,"Middle class",5,"Black","Rural","Protestant","Southeast","No","HS Diploma",1
2503,0,21,NA,11,"Working class",2,"White","Smaller city","None","Southeast","No","Less Than HS",NA
2504,1,22,NA,12,"Lower class",0,"White","Smaller city","Catholic","Midwest","Yes","HS Diploma",NA
2505,3,47,21,12,"Working class",1,"White","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
2506,0,58,NA,6,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
2509,8,48,16,19,"Lower class",0,"White","Smaller city","Catholic","Southeast","No","Grad/Prof Degree",0
2510,2,84,27,13,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","Some College",0
2511,3,55,19,14,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
2512,2,46,19,16,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
2513,3,46,NA,19,"Middle class",2,"White","Smaller city","Catholic","Midwest","No","Grad/Prof Degree",NA
2514,2,43,NA,10,"Working class",3,"White","Smaller city","Protestant","Midwest","Yes","Less Than HS",NA
2515,2,43,21,9,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
2517,0,25,NA,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
2520,4,39,19,13,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
2522,3,38,NA,12,"Working class",0,"White","Smaller city","Protestant","Midwest","No","HS Diploma",NA
2522,1,25,21,13,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
2524,4,31,21,14,"Working class",3,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
2527,2,39,NA,12,"Middle class",4,"White","Smaller city","Protestant","Midwest","No","HS Diploma",NA
2528,2,44,29,15,"Middle class",4,"White","Smaller city","Protestant","Southeast","No","Some College",0
2529,0,41,NA,12,"Working class",2,"White","Smaller city","Catholic","Southeast","No","HS Diploma",NA
2530,1,39,NA,18,"Middle class",3,"White","Smaller city","Protestant","Midwest","No","Grad/Prof Degree",NA
2531,1,33,24,12,"Working class",2,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2535,3,39,22,16,"Working class",0,"White","Smaller city","Protestant","Southeast","No","College Degree",0
2536,0,75,NA,6,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
2537,2,27,17,12,"Working class",2,"White","Smaller city","Protestant","Southeast","No","HS Diploma",0
2538,2,61,27,12,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","HS Diploma",0
2539,0,37,NA,10,"Lower class",0,"White","Smaller city","None","Southeast","No","Less Than HS",NA
2541,0,63,NA,14,"Middle class",3,"White","Smaller city","Protestant","Midwest","No","Some College",NA
2543,3,53,21,11,"Lower class",0,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
2544,0,19,NA,11,"Middle class",6,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
2547,2,50,NA,12,"Working class",0,"White","Rural","Catholic","Midwest","Yes","HS Diploma",NA
2547,2,51,22,12,"Middle class",2,"White","Smaller city","None","Southeast","No","HS Diploma",0
2548,2,46,19,12,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2549,1,56,28,14,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
2551,3,40,20,12,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2553,1,35,19,12,"Working class",2,"White","Smaller city","Protestant","Southeast","No","HS Diploma",0
2553,2,36,NA,12,"Working class",1,"White","Rural","Protestant","Midwest","Yes","HS Diploma",NA
2555,2,47,23,12,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2555,0,67,NA,12,"Lower class",0,"White","Rural","Protestant","Midwest","Yes","HS Diploma",NA
2556,4,63,18,14,"Middle class",2,"White","Smaller city",NA,"Southeast","Yes","Some College",0
2557,0,25,NA,14,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
2558,2,75,18,12,"Middle class",5,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2559,0,57,NA,9,"Lower class",2,"White","Rural","Protestant","Midwest","No","Less Than HS",NA
2559,3,49,24,16,"Middle class",3,"White","Smaller city","Catholic","Southeast","Yes","College Degree",0
2563,1,48,NA,12,"Working class",0,"Black","Rural","Protestant","Southeast","Yes","HS Diploma",NA
2563,2,73,31,10,"Middle class",0,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",1
2564,2,57,20,12,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
2565,2,72,21,11,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
2566,3,58,15,8,"Middle class",0,"White","Smaller city","Other","Southeast","Yes","Less Than HS",0
2568,0,26,NA,12,"Working class",0,"Hispanic","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
2572,0,76,NA,18,"Working class",7,"Black","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
2574,2,62,20,18,"Middle class",2,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
2574,2,48,NA,14,"Working class",0,"White","Rural","Protestant","Southeast","Yes","Some College",NA
2576,2,53,27,18,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
2578,0,28,NA,16,"Working class",1,"Hispanic","Smaller city","Catholic","Southeast","Yes","College Degree",NA
2579,6,69,19,8,"Lower class",0,"White","Smaller city","Protestant","Southeast","No","Less Than HS",0
2581,1,74,39,8,"Working class",1,"White","Smaller city","Other","Southeast","No","Less Than HS",1
2582,2,54,23,11,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Less Than HS",0
2583,0,67,NA,7,"Lower class",0,"White","Smaller city","Catholic","Southeast","No","Less Than HS",NA
2585,2,52,19,12,"Middle class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",0
2585,3,63,NA,12,"Middle class",1,"White","Rural","Protestant","Southeast","Yes","HS Diploma",NA
2588,1,52,30,15,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","Some College",1
2589,5,72,25,14,"Middle class",4,"White","Smaller city","Catholic","Southeast","No","Some College",0
2590,2,72,NA,10,"Middle class",1,"White","Rural","Protestant","Southeast","Yes","Less Than HS",NA
2593,0,19,NA,11,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
2593,3,24,NA,9,"Working class",1,"White","Rural","Protestant","Southeast","Yes","Less Than HS",NA
2594,2,79,33,16,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","College Degree",1
2596,1,29,NA,14,"Middle class",1,"White","Rural","Catholic","Southeast","Yes","Some College",NA
2598,0,37,NA,14,"Working class",2,"White","Smaller city","Catholic","Southeast","No","Some College",NA
2600,3,34,19,13,"Working class",0,"White","Smaller city","None","Southeast","Yes","Some College",0
2605,2,39,18,14,"Working class",0,"White","Smaller city","None","Southeast","No","Some College",0
2606,0,51,NA,10,"Middle class",2,"Other","Smaller city","Protestant","Southeast","No","Less Than HS",NA
2607,0,21,NA,9,"Lower class",3,"White","Smaller city","Other","Southeast","Yes","Less Than HS",NA
2608,2,35,20,15,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
2609,0,28,NA,13,"Working class",1,"Hispanic","Smaller city","Protestant","Southeast","No","Some College",NA
2610,3,49,21,14,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
2611,2,49,27,14,"Middle class",6,"White","Smaller city","None","Southeast","No","Some College",0
2613,2,42,23,14,"Working class",2,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
2614,0,20,NA,9,"Working class",0,"White","Rural","Protestant","Southeast","No","Less Than HS",NA
2615,0,24,NA,13,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
2616,2,40,27,13,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
2621,3,49,21,10,"Working class",1,"White","Smaller city","Protestant","Southeast","No","Less Than HS",0
2623,4,30,NA,13,"Working class",2,"White","Rural","Protestant","Southeast","Yes","Some College",NA
2623,4,54,21,13,"Working class",1,"White","Smaller city","None","Southeast","No","Some College",0
2624,3,40,18,12,"Lower class",1,"White","Smaller city","None","Southeast","Yes","HS Diploma",0
2626,0,41,NA,12,"Lower class",2,"White","Rural","None","Southeast","No","HS Diploma",NA
