abany,year,class,courts,nateduc,region,born,racehisp,sex,degree,marital,wrkslf
No,2014,Working class,Not harsh enough,Too little,Southeast,Yes,White,Female,High school,Never Married,Someone else
NA,2014,Working class,Not harsh enough,Too little,Southeast,Yes,White,Female,High school,Div/Sep,Someone else
NA,2014,Working class,Not harsh enough,Too little,Southeast,Yes,White,Female,High school,Married,Someone else
Yes,2014,Working class,Not harsh enough,About right,Southeast,Yes,White,Female,High school,Married,NA
NA,2014,Working class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Married,Someone else
NA,2014,Middle class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Married,Someone else
NA,2014,Middle class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Married,Someone else
No,2014,Working class,Not harsh enough,NA,Southeast,Yes,White,Male,High school,Married,Someone else
NA,2014,Working class,Not harsh enough,Too little,Southeast,Yes,White,Male,High school,Div/Sep,Someone else
No,2014,Middle class,NA,Too little,Southeast,Yes,White,Female,High school,Widowed,NA
No,2014,Working class,Not harsh enough,About right,Southeast,Yes,White,Female,High school,Married,Someone else
NA,2014,Lower class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Div/Sep,Someone else
No,2014,Middle class,About right,Too much,Southeast,Yes,White,Female,Junior college,Married,Someone else
No,2014,Middle class,About right,NA,Southeast,Yes,White,Female,High school,Widowed,NA
No,2014,Lower class,Not harsh enough,Too little,Southeast,Yes,White,Female,High school,Div/Sep,Someone else
No,2014,Working class,Too harsh,Too little,Southeast,Yes,White,Male,Lt high school,Never Married,Someone else
Yes,2014,Working class,Not harsh enough,Too little,Southeast,Yes,White,Female,Junior college,Married,Someone else
NA,2014,Working class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Div/Sep,Someone else
Yes,2014,Working class,Not harsh enough,Too little,Southeast,Yes,White,Male,High school,Widowed,Someone else
NA,2014,Middle class,About right,NA,Southeast,Yes,White,Female,High school,Married,Someone else
NA,2014,Working class,Not harsh enough,NA,New England,Yes,White,Male,Junior college,Never Married,Someone else
No,2014,Middle class,Not harsh enough,NA,New England,Yes,White,Female,High school,Married,Someone else
No,2014,Working class,Not harsh enough,NA,New England,Yes,White,Female,High school,Married,Someone else
NA,2014,Middle class,Too harsh,Too little,New England,Yes,White,Female,Graduate,Married,Someone else
No,2014,Middle class,Not harsh enough,NA,New England,Yes,White,Female,High school,Div/Sep,Someone else
Yes,2014,Middle class,Not harsh enough,NA,New England,Yes,White,Male,Graduate,Married,Someone else
Yes,2014,Working class,About right,NA,New England,Yes,White,Female,Bachelor,Married,Someone else
NA,2014,Working class,Not harsh enough,NA,New England,Yes,White,Female,High school,Married,Someone else
No,2014,Middle class,Not harsh enough,Too little,New England,Yes,White,Male,High school,Never Married,Someone else
No,2014,Working class,Not harsh enough,Too little,New England,Yes,White,Female,Bachelor,Married,Someone else
No,2014,Working class,Not harsh enough,Too little,New England,Yes,White,Female,High school,Div/Sep,Someone else
Yes,2014,Working class,NA,Too little,New England,Yes,White,Male,Bachelor,Married,Someone else
Yes,2014,Working class,About right,NA,New England,Yes,White,Male,Bachelor,Married,Someone else
NA,2014,Middle class,About right,Too little,New England,Yes,White,Female,Bachelor,Married,Someone else
NA,2014,Middle class,About right,About right,New England,Yes,White,Male,Bachelor,Married,Someone else
NA,2014,Middle class,Too harsh,NA,New England,Yes,White,Male,Graduate,Widowed,Someone else
NA,2014,Working class,NA,NA,New England,Yes,White,Female,Bachelor,Married,Someone else
Yes,2014,Working class,Not harsh enough,NA,New England,Yes,White,Male,High school,Div/Sep,Someone else
Yes,2014,Working class,Not harsh enough,About right,New England,Yes,White,Male,High school,Married,Someone else
NA,2014,Working class,Not harsh enough,NA,New England,Yes,White,Male,High school,Never Married,Someone else
NA,2014,Working class,About right,Too little,New England,Yes,White,Female,High school,Married,Someone else
No,2014,Middle class,Not harsh enough,NA,New England,Yes,White,Female,High school,Widowed,Self-employed
Yes,2014,Middle class,Too harsh,NA,New England,Yes,White,Female,Junior college,Widowed,Someone else
No,2014,Working class,Not harsh enough,NA,New England,Yes,White,Male,High school,Div/Sep,Someone else
Yes,2014,Working class,Not harsh enough,NA,New England,Yes,White,Male,High school,Never Married,Someone else
Yes,2014,Working class,Too harsh,Too much,New England,Yes,White,Male,High school,Never Married,Someone else
No,2014,Working class,Not harsh enough,About right,New England,Yes,White,Female,High school,Widowed,Someone else
Yes,2016,Middle class,About right,About right,New England,Yes,White,Male,Bachelor,Married,Someone else
NA,2016,NA,Too harsh,Too little,New England,Yes,White,Male,High school,Never Married,Someone else
No,2016,Middle class,NA,Too little,New England,Yes,White,Male,Bachelor,Married,Someone else
No,2016,Middle class,NA,Too little,New England,Yes,White,Female,High school,Married,Someone else
Yes,2016,Middle class,NA,NA,New England,Yes,White,Female,Graduate,Married,Someone else
NA,2016,Middle class,Not harsh enough,Too little,New England,No,White,Female,Junior college,Married,Someone else
Yes,2016,Middle class,Not harsh enough,Too little,New England,No,White,Male,High school,Married,Someone else
Yes,2016,Working class,Not harsh enough,Too little,Mid Atlantic,No,Hispanic,Female,High school,Married,Someone else
No,2016,Lower class,NA,Too little,Mid Atlantic,No,Black,Male,High school,Married,Someone else
Yes,2016,Middle class,Not harsh enough,NA,Mid Atlantic,Yes,White,Male,Junior college,Div/Sep,Someone else
NA,2016,Middle class,Not harsh enough,NA,Mid Atlantic,Yes,Black,Female,High school,Never Married,Someone else
Yes,2016,Middle class,Not harsh enough,About right,Mid Atlantic,Yes,White,Female,High school,Widowed,Someone else
NA,2016,Working class,NA,Too little,Mid Atlantic,Yes,Black,Male,High school,Married,Someone else
Yes,2016,Middle class,NA,About right,Mid Atlantic,Yes,Black,Female,High school,Married,Someone else
NA,2016,Middle class,Not harsh enough,Too little,New England,Yes,White,Male,Lt high school,Div/Sep,Someone else
Yes,2016,Working class,Not harsh enough,Too little,New England,Yes,White,Female,High school,Never Married,Someone else
No,2016,Working class,Not harsh enough,NA,New England,No,Hispanic,Male,High school,Married,Someone else
NA,2016,Lower class,Not harsh enough,About right,New England,Yes,Hispanic,Female,Lt high school,Widowed,Someone else
NA,2016,Working class,Too harsh,NA,New England,Yes,Black,Male,Graduate,Never Married,Someone else
Yes,2016,Lower class,Not harsh enough,Too little,New England,Yes,Black,Male,High school,Div/Sep,Someone else
NA,2016,Middle class,NA,Too little,New England,Yes,White,Female,High school,Never Married,Someone else
NA,2016,Working class,Not harsh enough,Too little,Mid Atlantic,Yes,Black,Female,Lt high school,Never Married,Someone else
NA,2016,Working class,Not harsh enough,NA,Mid Atlantic,No,Hispanic,Female,Lt high school,Never Married,Someone else
No,2016,Working class,Not harsh enough,NA,Mid Atlantic,Yes,White,Female,High school,Married,Someone else
No,2016,Working class,About right,About right,Mid Atlantic,No,Hispanic,Female,Junior college,Div/Sep,Someone else
NA,2016,Working class,Too harsh,NA,Mid Atlantic,No,Hispanic,Female,Lt high school,Div/Sep,Someone else
NA,2016,Middle class,NA,NA,Mid Atlantic,Yes,White,Male,Graduate,Married,Someone else
NA,2016,Middle class,Too harsh,NA,Mid Atlantic,Yes,Black,Male,High school,Never Married,Someone else
NA,2016,NA,Not harsh enough,Too little,Mid Atlantic,Yes,White,Male,Graduate,Widowed,Someone else
Yes,2016,Middle class,NA,NA,Mid Atlantic,Yes,White,Female,High school,Div/Sep,Someone else
NA,2016,Lower class,NA,Too little,Mid Atlantic,Yes,White,Male,High school,Never Married,Someone else
No,2016,Middle class,About right,Too little,Mid Atlantic,Yes,White,Female,High school,Married,Someone else
Yes,2016,Middle class,Not harsh enough,About right,Mid Atlantic,Yes,White,Male,High school,Married,Someone else
NA,2016,Working class,Not harsh enough,NA,Mid Atlantic,No,Black,Male,High school,Married,Someone else
No,2016,Working class,Not harsh enough,NA,Mid Atlantic,Yes,White,Female,High school,Div/Sep,Someone else
NA,2016,Middle class,Not harsh enough,Too much,Mid Atlantic,Yes,White,Male,High school,Never Married,Someone else
NA,2016,Working class,Not harsh enough,NA,Mid Atlantic,Yes,White,Male,Bachelor,Married,Someone else
Yes,2016,Working class,Not harsh enough,NA,Mid Atlantic,Yes,White,Female,Bachelor,Married,Someone else
No,2016,Middle class,About right,Too little,Mid Atlantic,Yes,White,Female,Bachelor,Never Married,Someone else
NA,2016,Middle class,Not harsh enough,About right,Mid Atlantic,Yes,White,Female,High school,Widowed,Someone else
Yes,2016,Working class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Female,High school,Never Married,Someone else
No,2016,Working class,Too harsh,Too little,Mid Atlantic,No,Hispanic,Female,High school,Married,Someone else
NA,2016,Middle class,NA,About right,Mid Atlantic,No,Other,Female,Bachelor,Married,Someone else
Yes,2016,Middle class,NA,Too little,Mid Atlantic,No,White,Female,Graduate,Never Married,Someone else
NA,2016,Middle class,Too harsh,NA,Mid Atlantic,No,White,Male,High school,Div/Sep,Someone else
Yes,2016,Upper class,Too harsh,NA,Mid Atlantic,Yes,White,Male,High school,Never Married,Someone else
NA,2016,Middle class,Too harsh,Too little,Mid Atlantic,Yes,Black,Female,Bachelor,Never Married,Someone else
Yes,2016,Middle class,About right,NA,Mid Atlantic,No,Other,Male,Graduate,Married,Someone else
Yes,2016,Middle class,NA,About right,Mid Atlantic,No,White,Male,Bachelor,Never Married,NA
NA,2016,Middle class,Too harsh,NA,Mid Atlantic,Yes,White,Female,Graduate,Div/Sep,Someone else
NA,2016,Middle class,Not harsh enough,Too little,Mid Atlantic,Yes,Other,Female,Bachelor,Never Married,Someone else
Yes,2016,Middle class,Not harsh enough,About right,Mid Atlantic,No,White,Female,High school,Married,Someone else
NA,2016,Upper class,NA,NA,Mid Atlantic,Yes,White,Male,High school,Never Married,Someone else
Yes,2016,Upper class,Too harsh,NA,Mid Atlantic,Yes,White,Male,Graduate,Married,Someone else
Yes,2016,Middle class,Not harsh enough,About right,Mid Atlantic,Yes,White,Female,Bachelor,Married,Someone else
NA,2016,Middle class,Not harsh enough,About right,Mid Atlantic,Yes,Hispanic,Female,Bachelor,Married,Self-employed
NA,2016,Middle class,About right,NA,Mid Atlantic,Yes,White,Female,Graduate,Div/Sep,Someone else
NA,2016,Middle class,Too harsh,Too little,Mid Atlantic,Yes,White,Female,Graduate,Div/Sep,Someone else
Yes,2016,NA,NA,NA,Mid Atlantic,Yes,White,Female,Graduate,Div/Sep,Someone else
No,2016,Lower class,Too harsh,NA,Mid Atlantic,Yes,Hispanic,Female,Lt high school,Never Married,Someone else
NA,2016,Middle class,About right,About right,Mid Atlantic,Yes,Black,Male,High school,Never Married,Someone else
NA,2016,Middle class,Not harsh enough,About right,Mid Atlantic,Yes,Black,Male,High school,Widowed,Someone else
No,2016,Lower class,NA,Too little,Mid Atlantic,Yes,Black,Female,High school,Div/Sep,NA
NA,2016,Working class,NA,NA,Mid Atlantic,Yes,Black,Female,High school,Div/Sep,Someone else
No,2016,Lower class,Not harsh enough,About right,Mid Atlantic,No,Hispanic,Female,High school,Never Married,NA
No,2016,Working class,Too harsh,NA,Mid Atlantic,Yes,Hispanic,Male,Lt high school,Never Married,Someone else
NA,2016,Working class,About right,Too little,Mid Atlantic,Yes,Hispanic,Male,High school,Never Married,Someone else
No,2016,Middle class,Not harsh enough,NA,Mid Atlantic,Yes,Black,Female,Lt high school,Never Married,Someone else
No,2016,Middle class,Not harsh enough,Too little,Mid Atlantic,Yes,Black,Female,Lt high school,Div/Sep,Someone else
No,2016,Upper class,Not harsh enough,NA,Mid Atlantic,No,Hispanic,Female,Lt high school,Widowed,NA
Yes,2016,Lower class,Not harsh enough,Too little,Mid Atlantic,Yes,Black,Female,Lt high school,Never Married,Someone else
Yes,2016,Working class,Too harsh,NA,Mid Atlantic,Yes,Black,Female,Bachelor,Div/Sep,Someone else
NA,2016,Working class,Too harsh,Too little,Mid Atlantic,Yes,Black,Male,High school,Widowed,Someone else
NA,2016,Lower class,Not harsh enough,NA,Mid Atlantic,No,Hispanic,Male,High school,Div/Sep,Someone else
Yes,2016,Working class,About right,Too little,Mid Atlantic,No,Black,Female,Bachelor,Married,Someone else
NA,2016,Upper class,Not harsh enough,About right,Mid Atlantic,Yes,Black,Female,Lt high school,Never Married,NA
Yes,2016,Middle class,Too harsh,Too little,Mid Atlantic,No,White,Female,Graduate,Never Married,Someone else
Yes,2016,Middle class,Too harsh,NA,Mid Atlantic,No,Black,Female,Graduate,Never Married,Someone else
Yes,2016,Middle class,About right,Too little,Mid Atlantic,Yes,White,Female,Graduate,Widowed,Self-employed
NA,2016,Working class,About right,NA,Mid Atlantic,Yes,Black,Male,High school,Never Married,Someone else
No,2016,Middle class,Not harsh enough,NA,Mid Atlantic,No,Other,Male,Junior college,Married,Someone else
Yes,2016,Working class,Too harsh,NA,Mid Atlantic,Yes,White,Female,Junior college,Div/Sep,Someone else
No,2016,Working class,NA,NA,Mid Atlantic,Yes,White,Male,Bachelor,Married,Someone else
Yes,2016,Middle class,Not harsh enough,NA,Mid Atlantic,Yes,White,Male,High school,Div/Sep,Someone else
Yes,2016,Working class,Not harsh enough,Too little,Mid Atlantic,No,White,Male,Junior college,Married,Someone else
Yes,2016,Middle class,Not harsh enough,About right,Mid Atlantic,Yes,White,Male,High school,Div/Sep,Someone else
NA,2016,Working class,Too harsh,NA,Mid Atlantic,Yes,White,Female,Bachelor,Never Married,Someone else
No,2016,Working class,About right,About right,Mid Atlantic,No,Hispanic,Female,High school,Div/Sep,Someone else
No,2016,Working class,Not harsh enough,NA,Mid Atlantic,No,Hispanic,Female,High school,Div/Sep,Someone else
No,2016,Working class,Not harsh enough,NA,Mid Atlantic,Yes,White,Male,High school,Never Married,Someone else
NA,2016,Upper class,Not harsh enough,Too little,Mid Atlantic,Yes,Black,Female,High school,Never Married,Someone else
No,2016,Middle class,Not harsh enough,About right,Mid Atlantic,No,Black,Male,Graduate,Married,Someone else
NA,2016,Lower class,Too harsh,Too little,Mid Atlantic,Yes,White,Male,Graduate,Div/Sep,Someone else
Yes,2016,Middle class,Too harsh,NA,Mid Atlantic,Yes,White,Male,Bachelor,Never Married,Someone else
Yes,2016,Middle class,NA,Too little,Mid Atlantic,Yes,White,Male,Graduate,Never Married,Someone else
NA,2016,Middle class,NA,NA,Mid Atlantic,Yes,White,Male,High school,Never Married,Self-employed
NA,2016,Working class,Not harsh enough,NA,Mid Atlantic,No,Hispanic,Male,High school,Never Married,Self-employed
NA,2016,Middle class,Too harsh,Too little,Mid Atlantic,Yes,Black,Male,Bachelor,Never Married,Someone else
Yes,2016,Working class,About right,NA,Mid Atlantic,No,Other,Male,Graduate,Never Married,Someone else
Yes,2016,Middle class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Male,Bachelor,Never Married,Self-employed
Yes,2016,Working class,Not harsh enough,Too little,Mid Atlantic,No,Black,Female,Bachelor,Married,Someone else
NA,2016,Middle class,Too harsh,NA,Mid Atlantic,Yes,White,Female,High school,Married,Someone else
Yes,2016,Lower class,Not harsh enough,NA,Mid Atlantic,Yes,White,Male,High school,Div/Sep,Someone else
Yes,2016,Middle class,NA,Too little,Mid Atlantic,Yes,White,Female,High school,Widowed,Someone else
No,2016,Working class,Too harsh,NA,Mid Atlantic,Yes,Hispanic,Female,Junior college,Married,Someone else
No,2016,Middle class,Not harsh enough,NA,Mid Atlantic,Yes,White,Female,Lt high school,Never Married,Someone else
NA,2016,Working class,NA,Too little,Mid Atlantic,Yes,White,Female,High school,Never Married,Someone else
Yes,2016,Working class,About right,Too little,Mid Atlantic,No,Hispanic,Female,High school,Never Married,Someone else
No,2016,Working class,Too harsh,Too little,Mid Atlantic,Yes,White,Male,High school,Never Married,Someone else
No,2016,Working class,About right,Too little,Mid Atlantic,Yes,White,Female,Bachelor,Married,Someone else
No,2016,Middle class,Too harsh,Too little,Mid Atlantic,Yes,White,Male,Bachelor,Married,Someone else
Yes,2016,Working class,About right,NA,Mid Atlantic,Yes,White,Female,Bachelor,Div/Sep,Someone else
NA,2016,Working class,About right,NA,Mid Atlantic,No,Other,Male,Junior college,Married,Self-employed
NA,2016,Working class,Not harsh enough,NA,Mid Atlantic,No,Hispanic,Male,High school,Married,Someone else
NA,2016,Middle class,About right,Too little,Mid Atlantic,Yes,Other,Female,Graduate,Married,Someone else
Yes,2016,Working class,Not harsh enough,Too little,Mid Atlantic,No,White,Female,Bachelor,Married,Self-employed
Yes,2016,Middle class,Not harsh enough,NA,Mid Atlantic,Yes,White,Female,Bachelor,Married,Someone else
NA,2016,Middle class,NA,Too little,Mid Atlantic,Yes,White,Female,Graduate,Married,Self-employed
Yes,2016,Middle class,NA,Too little,Mid Atlantic,Yes,White,Male,High school,Married,Self-employed
NA,2016,Middle class,Not harsh enough,NA,Mid Atlantic,Yes,White,Female,High school,Married,Someone else
Yes,2016,Middle class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Female,Graduate,Married,Someone else
Yes,2016,Working class,Not harsh enough,NA,Mid Atlantic,Yes,White,Female,High school,Never Married,Someone else
Yes,2016,Working class,NA,Too much,Mid Atlantic,Yes,Hispanic,Female,Bachelor,Never Married,Someone else
No,2016,Middle class,Not harsh enough,About right,Mid Atlantic,Yes,White,Male,High school,Div/Sep,Self-employed
NA,2016,Middle class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Male,Graduate,Married,Someone else
NA,2016,Middle class,About right,NA,Mid Atlantic,Yes,Hispanic,Male,High school,Never Married,NA
No,2016,Middle class,Not harsh enough,Too much,Mid Atlantic,Yes,White,Female,High school,Married,Someone else
Yes,2016,Middle class,Too harsh,Too little,Mid Atlantic,Yes,White,Male,Bachelor,Never Married,Someone else
NA,2016,Middle class,Too harsh,NA,Mid Atlantic,Yes,White,Female,Bachelor,Never Married,Someone else
Yes,2016,Working class,Not harsh enough,Too little,Mid Atlantic,Yes,Hispanic,Male,Graduate,Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,Mid Atlantic,Yes,Black,Male,High school,Widowed,Someone else
Yes,2016,Working class,Too harsh,Too little,Mid Atlantic,Yes,Black,Female,Junior college,Never Married,Someone else
Yes,2016,Upper class,Too harsh,Too little,Mid Atlantic,Yes,Black,Female,High school,Never Married,Someone else
No,2016,Working class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Male,High school,Never Married,Someone else
No,2016,Working class,Not harsh enough,NA,Mid Atlantic,Yes,Black,Female,High school,Married,Someone else
No,2016,Working class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Female,Junior college,Never Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,Mid Atlantic,Yes,White,Female,High school,Widowed,Someone else
No,2016,Working class,Not harsh enough,NA,New England,Yes,White,Female,High school,Div/Sep,Someone else
No,2016,Middle class,Not harsh enough,NA,New England,Yes,White,Female,Bachelor,Never Married,Someone else
No,2016,Working class,Not harsh enough,Too little,New England,Yes,White,Male,High school,Widowed,Someone else
No,2016,Working class,Not harsh enough,Too much,New England,Yes,White,Female,Bachelor,Married,Someone else
No,2016,Middle class,Not harsh enough,NA,New England,Yes,White,Female,Junior college,Married,Someone else
No,2016,Middle class,Not harsh enough,NA,New England,Yes,White,Male,High school,Married,Self-employed
Yes,2016,Working class,Not harsh enough,About right,New England,Yes,White,Female,Bachelor,Div/Sep,Someone else
NA,2016,Working class,NA,NA,New England,Yes,White,Male,Junior college,Div/Sep,Someone else
NA,2016,Middle class,Too harsh,Too little,West,Yes,White,Female,Bachelor,Married,Someone else
Yes,2016,Upper class,NA,Too little,West,Yes,White,Female,Bachelor,Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,West,No,Other,Male,High school,Married,Someone else
NA,2016,Working class,NA,Too little,West,Yes,White,Female,High school,Div/Sep,Someone else
Yes,2016,Middle class,NA,NA,West,Yes,White,Male,Bachelor,Never Married,Self-employed
Yes,2016,Middle class,Too harsh,NA,West,Yes,White,Male,Graduate,Married,Self-employed
NA,2016,Middle class,About right,Too little,West,Yes,White,Female,Junior college,Never Married,Someone else
NA,2016,Working class,About right,About right,West,Yes,Other,Female,High school,Married,Someone else
Yes,2016,Lower class,About right,Too little,West,Yes,Hispanic,Female,Graduate,Never Married,Someone else
Yes,2016,Working class,NA,NA,West,Yes,White,Male,High school,Married,Someone else
No,2016,Middle class,Not harsh enough,NA,West,Yes,Hispanic,Male,Junior college,Never Married,Someone else
No,2016,Middle class,Not harsh enough,Too little,West,No,Other,Female,Bachelor,Married,Self-employed
No,2016,Working class,Not harsh enough,About right,West,No,Hispanic,Female,Junior college,Married,NA
NA,2016,Middle class,Not harsh enough,NA,West,Yes,Hispanic,Female,High school,Married,Someone else
Yes,2016,Working class,Not harsh enough,About right,West,Yes,Hispanic,Male,Lt high school,Widowed,Someone else
NA,2016,Working class,Not harsh enough,Too little,West,No,Other,Female,High school,Div/Sep,Someone else
Yes,2016,Middle class,About right,NA,West,No,Other,Male,Graduate,Married,Someone else
No,2016,Lower class,Not harsh enough,Too little,West,Yes,White,Female,High school,Div/Sep,Someone else
No,2016,Working class,Not harsh enough,Too little,West,NA,Hispanic,Female,NA,Widowed,Someone else
NA,2016,NA,NA,Too much,West,No,Hispanic,Female,High school,Never Married,Someone else
Yes,2016,Lower class,Not harsh enough,NA,West,No,Other,Female,Lt high school,Widowed,NA
Yes,2016,Working class,Too harsh,Too little,West,Yes,Hispanic,Female,High school,Never Married,Someone else
NA,2016,Middle class,Too harsh,NA,West,Yes,White,Female,High school,Div/Sep,Self-employed
Yes,2016,Working class,Too harsh,NA,West,Yes,Black,Male,High school,Never Married,Self-employed
No,2016,Working class,Not harsh enough,Too little,West,Yes,Black,Male,High school,Married,Someone else
NA,2016,Working class,Too harsh,NA,West,Yes,Black,Female,Lt high school,Never Married,Someone else
Yes,2016,Lower class,Not harsh enough,NA,West,Yes,White,Male,Lt high school,Never Married,Someone else
NA,2016,Lower class,Not harsh enough,Too little,West,Yes,Hispanic,Female,Lt high school,Div/Sep,Someone else
Yes,2016,Middle class,Too harsh,Too little,West,Yes,White,Male,Graduate,Div/Sep,Someone else
NA,2016,Working class,Not harsh enough,NA,West,No,Hispanic,Female,High school,Never Married,Someone else
Yes,2016,Working class,Not harsh enough,Too little,West,Yes,Hispanic,Female,High school,Div/Sep,Someone else
Yes,2016,Middle class,Not harsh enough,NA,West,No,White,Male,Bachelor,Div/Sep,Someone else
Yes,2016,Middle class,Not harsh enough,Too little,West,No,Other,Female,Graduate,Married,Someone else
Yes,2016,Working class,About right,Too little,West,Yes,Hispanic,Male,High school,Div/Sep,Someone else
Yes,2016,Working class,Too harsh,NA,West,Yes,Black,Female,High school,Never Married,Someone else
No,2016,Middle class,Not harsh enough,Too little,West,No,Other,Female,Graduate,Widowed,Someone else
Yes,2016,Middle class,Not harsh enough,Too little,West,Yes,Black,Male,Junior college,Div/Sep,Someone else
NA,2016,Working class,Not harsh enough,NA,West,No,Other,Female,Bachelor,Never Married,Someone else
NA,2016,Working class,Not harsh enough,Too little,West,Yes,Black,Male,Lt high school,Never Married,NA
Yes,2016,Working class,Too harsh,Too little,West,Yes,Black,Male,Bachelor,Never Married,Someone else
NA,2016,Middle class,Too harsh,NA,West,No,Other,Male,High school,Never Married,Someone else
Yes,2016,Middle class,Not harsh enough,NA,West,Yes,White,Male,Graduate,Married,Someone else
No,2016,Working class,Too harsh,NA,West,Yes,Black,Male,High school,Married,Someone else
No,2016,Working class,About right,NA,West,No,Hispanic,Female,Lt high school,Married,NA
NA,2016,Working class,Not harsh enough,NA,West,No,Hispanic,Female,Lt high school,Never Married,Someone else
No,2016,Working class,Not harsh enough,NA,West,No,Hispanic,Female,High school,Never Married,Someone else
NA,2016,Working class,About right,Too little,West,No,Hispanic,Female,Lt high school,Never Married,Someone else
No,2016,Working class,About right,About right,West,No,Hispanic,Female,Lt high school,Div/Sep,Someone else
No,2016,Working class,Not harsh enough,About right,West,No,Hispanic,Female,Lt high school,Married,Self-employed
No,2016,Working class,Too harsh,NA,West,Yes,Hispanic,Male,Lt high school,Never Married,Someone else
NA,2016,Working class,NA,NA,West,Yes,Hispanic,Male,Junior college,Married,Someone else
Yes,2016,Middle class,About right,NA,West,Yes,White,Female,High school,Never Married,Someone else
No,2016,Middle class,NA,NA,West,No,Other,Male,Bachelor,Never Married,Someone else
Yes,2016,Working class,About right,Too little,West,Yes,Hispanic,Male,Junior college,Never Married,Someone else
Yes,2016,Middle class,Not harsh enough,NA,West,Yes,Black,Male,Bachelor,Married,Someone else
Yes,2016,Middle class,NA,Too little,West,No,White,Male,High school,Married,Someone else
NA,2016,Working class,Not harsh enough,NA,West,Yes,Hispanic,Male,High school,Div/Sep,Self-employed
NA,2016,Middle class,Too harsh,NA,West,Yes,Hispanic,Male,Bachelor,Never Married,Someone else
NA,2016,Working class,About right,About right,West,Yes,Black,Male,Bachelor,Never Married,Someone else
Yes,2016,Middle class,NA,Too little,West,Yes,White,Male,Bachelor,Never Married,Someone else
NA,2016,Middle class,NA,NA,West,Yes,White,Female,Graduate,Never Married,Self-employed
Yes,2016,Working class,About right,NA,West,No,Hispanic,Female,Bachelor,Div/Sep,Someone else
NA,2016,Working class,Not harsh enough,NA,West,Yes,White,Female,High school,Widowed,Someone else
NA,2016,Working class,About right,Too little,West,Yes,Black,Male,Junior college,Div/Sep,Someone else
Yes,2016,Middle class,About right,NA,West,No,White,Male,Graduate,Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,West,Yes,White,Male,High school,Div/Sep,Someone else
Yes,2016,Middle class,Too harsh,About right,West,Yes,Hispanic,Male,High school,Never Married,NA
No,2016,Middle class,Not harsh enough,NA,West,Yes,White,Male,High school,Married,Someone else
No,2016,Middle class,Not harsh enough,Too little,West,Yes,White,Female,Bachelor,Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,West,Yes,White,Female,Graduate,Div/Sep,Someone else
No,2016,Middle class,About right,NA,West,Yes,White,Male,High school,Married,Someone else
NA,2016,Working class,Not harsh enough,Too little,West,Yes,White,Female,Bachelor,Never Married,Someone else
No,2016,Working class,NA,NA,West,No,Hispanic,Female,Lt high school,Never Married,Someone else
No,2016,Working class,NA,Too little,West,Yes,White,Male,High school,Div/Sep,Someone else
Yes,2016,Middle class,About right,NA,West,Yes,Hispanic,Male,Bachelor,Married,Someone else
NA,2016,Middle class,NA,Too little,West,Yes,Hispanic,Female,High school,Never Married,NA
No,2016,Working class,Not harsh enough,Too much,West,No,Hispanic,Male,Lt high school,Married,Someone else
Yes,2016,Working class,Too harsh,NA,West,Yes,Other,Male,High school,Never Married,Someone else
Yes,2016,Middle class,About right,About right,West,Yes,White,Male,Graduate,Married,Someone else
NA,2016,Working class,Not harsh enough,NA,West,Yes,Hispanic,Male,Junior college,Never Married,Someone else
Yes,2016,Middle class,About right,About right,West,No,Other,Female,High school,Married,Someone else
No,2016,Working class,NA,NA,West,No,Other,Male,Graduate,Never Married,Someone else
NA,2016,Working class,Too harsh,Too little,West,Yes,Hispanic,Male,Bachelor,Never Married,Someone else
Yes,2016,Working class,Not harsh enough,Too little,West,Yes,Hispanic,Female,Bachelor,Never Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,West,Yes,White,Male,Bachelor,Married,Someone else
No,2016,Middle class,Not harsh enough,NA,West,Yes,White,Female,High school,Widowed,Someone else
No,2016,Middle class,Not harsh enough,NA,West,Yes,White,Female,Bachelor,Married,Someone else
NA,2016,Middle class,Not harsh enough,Too little,West,No,Other,Female,Graduate,Married,Someone else
No,2016,Middle class,About right,Too little,West,Yes,White,Male,Graduate,Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,West,Yes,White,Male,Bachelor,Never Married,Someone else
Yes,2016,Working class,About right,Too little,West,No,Hispanic,Female,Bachelor,Div/Sep,Someone else
No,2016,Working class,Not harsh enough,About right,West,Yes,White,Female,Bachelor,Married,Someone else
No,2016,Working class,Not harsh enough,NA,West,Yes,White,Male,High school,Married,Someone else
